en,de,article
"During the delegation period, the new planning unit automatically takes priority for scheduling. When the defined period ends, the employee is automatically scheduled in their old planning unit again. The Delegate employee functionality saves time compared to manually reassigning the planning unit.","Während der Mitarbeiter abgeordnet ist, hat die neue Planungseinheit automatisch Priorität bei der Schichtplanung. Wenn die Abordnung endet, wird der Mitarbeiter automatisch wieder in seiner alten Planungseinheit geplant. Die Funktionalität Mitarbeiter abordnen spart Zeit im Vergleich zur manuellen Zuweisung der Planungseinheit.",employee-overview.md
"To delegate an employee, follow the steps below.","Um einen Mitarbeiter abzuordnen, gehe wie folgt vor.",employee-overview.md
1. Select an employee.,1. Wähle einen Mitarbeiter aus.,employee-overview.md
2. Go to the **Planning units** section.,2. Gehe zum Abschnitt **Planungseinheiten**.,employee-overview.md
"3. In the section header, click the {% icon delegate-employees %}.",3. Klicke auf das {% icon delegate-employees %} in der Überschriftszeile.,employee-overview.md
4. Select the planning unit the employee is delegated to.,"4. Wähle die Planungseinheit, zu der der Mitarbeiter abgeordnet werden soll.",employee-overview.md
5. Enter a start date and an end date for the delegation period.,5. Gib ein Start- und ein Enddatum für die Abordnung ein.,employee-overview.md
6. Click _OK_{:.doc-button}.,6. Klicke auf _OK_{:.doc-button}.,employee-overview.md
> Note,> Hinweis,employee-overview.md
>,>,employee-overview.md
"> An employee who is assigned to multiple planning units at the same time, will always be delegated from the planning unit with the highest priority.","> Ein Mitarbeiter, der gleichzeitig mehreren Planungseinheiten zugewiesen ist, wird immer von der Planungseinheit mit der höchsten Priorität abgeordnet.",employee-overview.md
Manage availabilities in injixo Me,Verfügbarkeiten in injixo Me verwalten,manage-availabilities-in-me.md
Prevent people from adding or changing their one-time availabilities before a specific date.,"Verhindere, dass Mitarbeiter vor einem bestimmten Datum einmalige Verfügbarkeiten hinzufügen oder ändern können.",manage-availabilities-in-me.md
"In injixo, availabilities define when a person is available for scheduling on specific dates and times. As a planner, you can configure availabilities in two ways:","In injixo legen Verfügbarkeiten bestimmte Tage und Zeiten fest, zu denen ein Mitarbeiter für die Schichtplanung verfügbar ist. Für Planer gibt es zwei Möglichkeiten, Verfügbarkeiten zu konfigurieren.",manage-availabilities-in-me.md
- Using personal {% link_new weekly availabilities | features/administration/availabilities.md | #configure-availabilities %},- Persönliche {% link_new wöchentliche Verfügbarkeiten | features/administration/availabilities.md | #verfügbarkeiten-konfigurieren %} verwenden,manage-availabilities-in-me.md
- Using {% link_new day models | features/administration/availabilities.md | #rotate-availabilities-across-weeks %},- {% link_new Tagesmodelle | features/administration/availabilities.md | #verfügbarkeiten-über-wochen-hinweg-wechseln %} verwenden,manage-availabilities-in-me.md
"Additionally, people can add [one-time availabilities in inijxo Me](/add-availabilities-in-me#add-an-availability). If you already configured weekly availabilities, one-time availabilities replace them.","Zusätzlich können Mitarbeiter [einmalige Verfügbarkeiten](/de/add-availabilities-in-me#verfügbarkeit-hinzufügen) in injixo Me hinzufügen. Falls du bereits wöchentliche Verfügbarkeiten konfiguriert hast, werden diese durch einmalige Verfügbarkeiten überschrieben.",manage-availabilities-in-me.md
## Give people access to availabilities,## Mitarbeitern Zugriff auf Verfügbarkeiten geben,manage-availabilities-in-me.md
"To give people access to availabilities in injixo Me, configure their user role:","Um Mitarbeitern Zugriff auf Verfügbarkeiten in injixo Me zu geben, konfiguriere deren Rolle:",manage-availabilities-in-me.md
1. Go to _Account > User roles_{:.breadcrumbs}.,1. Gehe zu _Account > Rollen_{:.breadcrumbs}.,manage-availabilities-in-me.md
2. Click the relevant user role.,2. Klicke auf die entsprechende Rolle.,manage-availabilities-in-me.md
"3. In the **Permissions** section, expand the **Me** drop-down menu.",3. Klappe im Abschnitt **Berechtigungen** das Dropdown-Menü **Me** aus.,manage-availabilities-in-me.md
4. Check the **Availabilities** checkbox.,4. Aktiviere die Checkbox **Verfügbarkeiten**.,manage-availabilities-in-me.md
5. Click _Save changes_{:.doc-button}.,5. Klicke auf _Änderungen speichern_{:.doc-button}.,manage-availabilities-in-me.md
"Starting from the following day, the person can enter their availabilities in Me.",Ab dem nächsten Tag kann der Mitarbeiter seine Verfügbarkeiten in Me eintragen.,manage-availabilities-in-me.md
## Prevent people from editing their availabilities,"## Verhindern, dass Mitarbeiter Verfügbarkeiten ändern",manage-availabilities-in-me.md
"The availability of your people may vary from day to day and from week to week. If you want to allow people to add their availabilities in injixo Me while avoiding scheduling conflicts, you can prevent people from adding or editing one-time availabilities before a specific date.","Die Verfügbarkeit deiner Mitarbeiter kann von Tag zu Tag und von Woche zu Woche variieren. Wenn du möchtest, dass Mitarbeiter ihre Verfügbarkeiten in injixo Me eintragen können, ohne dass es zu Planungskonflikten kommt, kannst du verhindern, dass Mitarbeiter einmalige Verfügbarkeiten vor einem bestimmten Datum hinzufügen bzw. bearbeiten.",manage-availabilities-in-me.md
"Example: You want to create your schedules two weeks in advance. To prevent your people from adding or editing their availabilities during those two weeks, select a date at the end of the scheduled period. If you create a schedule on 2 January for the week starting on 15 January, select 22 January. This prevents your people from adding or editing their availabilities up to 22 January.","Beispiel: Du möchtest deine Schichtpläne mit einem Vorlauf von zwei Wochen erstellen. Um zu verhindern, dass deine Mitarbeiter ihre Verfügbarkeiten in diesen zwei Wochen hinzufügen oder bearbeiten, wähle ein Datum am Ende des geplanten Zeitraums aus. Wenn du am 2.&nbsp;Januar einen Schichtplan für die Woche ab dem 15.&nbsp;Januar erstellen möchtest, wähle den 22.&nbsp;Januar aus. Dies verhindert, dass deine Mitarbeiter ihre Verfügbarkeiten bis einschließlich 22.&nbsp;Januar hinzufügen bzw. bearbeiten können.",manage-availabilities-in-me.md
"To prevent people from editing availabilities in injixo Me before a specific date, proceed as follows:","Um zu verhindern, dass Mitarbeiter Verfügbarkeiten in injixo Me vor einem bestimmten Datum ändern können, gehe wie folgt vor:",manage-availabilities-in-me.md
1. Go to _Plan > Configuration > General_{:.breadcrumbs}.,1. Gehe zu _Plan > Konfiguration > Allgemein_{:.breadcrumbs}.,manage-availabilities-in-me.md
2. Select a date with the date picker.,2. Wähle mit der Datumsauswahl ein Datum aus.,manage-availabilities-in-me.md
3. Click _Save changes_{:.doc-button}.,3. Klicke auf _Änderungen speichern_{:.doc-button}.,manage-availabilities-in-me.md
"Before the specified date, people can still see their availabilities but they cannot edit them. If you do not enter any date, people are always allowed to add or edit their one-time availabilities.","Vor dem ausgewählten Datum können Mitarbeiter ihre Verfügbarkeiten sehen, sie können sie jedoch nicht bearbeiten. Wenn du kein Datum angibst, können Mitarbeiter jederzeit einmalige Verfügbarkeiten hinzufügen bzw. ändern.",manage-availabilities-in-me.md
Create contracts,Verträge erstellen,create-contracts.md
Create contracts to define the working time per week and other rules for your employees.,"Erstelle Verträge, um die Arbeitszeiten pro Woche und andere Regeln für deine Mitarbeiter festzulegen.",create-contracts.md
"In _Plan > Configuration > Contracts_{:.breadcrumbs}, you can enter the contracts for the people you want to schedule. You can create as many contracts as you like. With contracts, you can define time constraints for scheduling:","In _Plan > Konfiguration > Verträge_{:.breadcrumbs} kannst du Verträge für die Mitarbeiter erstellen, die du planen möchtest. Du kannst beliebig viele Verträge erstellen. Mit Verträgen kannst du zeitliche Einschränkungen für die Schichtplanung festlegen:",create-contracts.md
- The minimum and maximum number of working days per week,- Das Minimum und Maximum an Arbeitstagen pro Woche,create-contracts.md
"- The minimum, target, and maximum number of working hours per day","- Das Minimum, Soll und Maximum an Arbeitsstunden pro Tag",create-contracts.md
"- The minimum, target, and maximum number of working hours per week","- Das Minimum, Soll und Maximum an Arbeitsstunden pro Woche",create-contracts.md
- The maximum number of working hours per months,- Das Maximum an Arbeitsstunden pro Monat,create-contracts.md
"Contracts also reflect information about work time policies in your organization, for example, the number of rest days between shifts. You can also define scheduling parameters for the **Create optimized schedule** functionality.","Mit Verträgen bildest du auch Informationen über Arbeitszeitrichtlinien in deinem Unternehmen ab, z.&nbsp;B. die Anzahl der Ruhetage zwischen Schichten. Außerdem kannst du Planungsparameter für die Funktionalität **Optimierten Plan erstellen** festlegen.",create-contracts.md
## Create a contract,## Verträge erstellen,create-contracts.md
"To create a new contract, go to _Plan > Configuration > Contracts_{:.breadcrumbs} and follow the steps below:","Um einen neuen Vertrag zu erstellen, gehe zu _Plan > Konfiguration > Verträge_{:.breadcrumbs} und führe folgende Schritte aus:",create-contracts.md
1. Click the {% icon item-add %} at the top left.,1. Klicke auf das {% icon item-add %} oben links.,create-contracts.md
"2. In the **General** section, enter the basic information for the contract:<br>",2. Gib im Abschnitt **Allgemein** die grundlegenden Informationen zu deinem Vertrag ein:<br>,create-contracts.md
   - **Name**: Enter a unique name (max. 50 characters).,   - **Name**: Gib einen eindeutigen Namen (max. 50 Zeichen) ein.,create-contracts.md
   - **Abbreviation**: Enter the name or a shorter version of it (max. 25 characters).,   - **Kurzbezeichnung**: Gib den Namen oder eine Kurzversion davon ein (max. 25 Zeichen).,create-contracts.md
   - **Color**: The color can help you identify the contract.,"   - **Farbe**: Die Farbe kann dir helfen, den Vertrag leichter zu identifizieren.",create-contracts.md
"3. In the **Working Days/Wk.** section, enter the number of working days per week.",3. Wähle aus dem Dropdown-Menü **Arbeitstage pro Woche** die gewünschte Anzahl aus.,create-contracts.md
"4. In the **Calculation of the Workdays** section, choose a calculation method: <br>",4. Wähle aus dem Dropdown-Menü **Berechnung Arbeitstage** eine Berechnungsmethode aus: <br>,create-contracts.md
   - **Standard** respects the order of the days in the scheduling week.<br>,   - **Standard**: Die vorgegebene Reihenfolge der Tage in der Planungswoche wird eingehalten.<br>,create-contracts.md
   - **Flexible** freely chooses the working days within the planning unit's business hours.,   - **Flexibel**: Die Arbeitstage werden flexibel innerhalb der Öffnungszeiten der Planungseinheit gewählt.,create-contracts.md
5. Enter the [**Work Time Guidelines**](#work-time-guidelines) and [**Working Hours for Each Day of the Week**](#working-hours-for-each-day-of-the-week).,5. Gib die [**Arbeitszeitvorgaben**](#arbeitszeitvorgaben) und die [**Wochentagsarbeitszeit**](#wochentagsarbeitszeit) ein.,create-contracts.md
6. (Optional) Configure the [**AutoScheduler Parameters**](#autoscheduler-parameters) or [**Scheduling parameters**](#scheduling-rules).,6. (Optional) Konfiguriere die [**AutoScheduler-Parameter**](#autoscheduler-parameter) oder die [**Planungsparameter**](#planungsregeln).,create-contracts.md
"7. To save your contract, click _OK_{:.doc-button}.","7. Um deinen Vertrag zu speichern, klicke auf _OK_{:.doc-button}.",create-contracts.md
## Work time guidelines,## Arbeitszeitvorgaben,create-contracts.md
"Work time guidelines for the minimum, target, and maximum working hours are essential for scheduling. Work time guidelines work in combination with the scheduling parameters and AutoScheduler parameters.","Arbeitszeitvorgaben für das Minimum, Soll und Maximum an Arbeitsstunden spielen eine zentrale Rolle für die Schichtplanung. Arbeitszeitvorgaben werden mit Planungsparametern und AutoScheduler-Parametern kombiniert.",create-contracts.md
### Day,### Tag,create-contracts.md
"- **Minimum**: Enter the minimum working hours per day. If you do not enter any value, the target time will be considered as the minimum. This parameter is verified via the scheduling parameter _2615_{:.id-label}.","- **Minimum**: Gib die Mindestarbeitsstunden pro Tag ein. Wenn du keinen Wert eingibst, werden die Sollarbeitsstunden als Minimum verwendet. Dieser Parameter wird durch den Planungsparameter _2615_{:.id-label} verifiziert.",create-contracts.md
- **Target**: Enter the target working hours per day. Enter a value between 0 and 24 hours and take into account the standard working times.,- **Soll**: Gib die Sollarbeitsstunden pro Tag ein. Gib einen Wert zwischen 0 und 24 Stunden ein und beachte die Standardarbeitszeiten.,create-contracts.md
"- **Maximum**: Enter the maximum working hours per day. If you do not enter any value, the target time will be considered as the maximum. This parameter is verified via the scheduling parameter _2614_{:.id-label}.","- **Maximum**: Gib die Höchstarbeitsstunden pro Tag ein. Wenn du keinen Wert eingibst, werden die Sollarbeitsstunden als Maximum verwendet. Dieser Parameter wird durch den Planungsparameter _2614_{:.id-label} verifiziert.",create-contracts.md
### Week,### Woche,create-contracts.md
- **Minimum**: Enter the minimum number of working hours per week.,- **Minimum**: Gib die Mindestarbeitsstunden pro Woche ein.,create-contracts.md
- **Target**: Enter the target working hours per week. This value is required if you do not enter any values in the field **Working Hours for Each day of the Week**.,"- **Soll**: Gib die Sollarbeitsstunden pro Woche ein. Dieser Wert ist erforderlich, wenn du im Abschnitt **Wochentagsarbeitszeit** keine Werte eingegeben hast.",create-contracts.md
- **Maximum**: Enter the maximum number of working hours per week. This parameter is verified by the scheduling parameters _2618_{:.id-label} and _2629_{:.id-label}.,- **Maximum**: Gib die Höchstarbeitsstunden pro Woche ein. Dieser Parameter wird durch die Planungsparameter _2618_{:.id-label} und _2629_{:.id-label} verifiziert.,create-contracts.md
> Change start of the week,> Beginn der Arbeitswoche ändern,create-contracts.md
>,>,create-contracts.md
"> By default, the start of the week is set to either Sunday or Monday, depending on your region. If you need to set it to another day, contact your consultant.","> Standardmäßig ist der Beginn deiner Arbeitswoche auf Sonntag bzw. Montag festgelegt, je nachdem, in welcher Region du dich befindest. Falls du einen anderen Tag dafür festlegen möchtest, wende dich an deinen Consultant.",create-contracts.md
### Month,### Monat,create-contracts.md
- **Maximum**: Enter the maximum working hours per month. This parameter is verified via the scheduling parameter _2619_{:.id-label}.,- **Maximum**: Gib die Höchstarbeitsstunden pro Monat ein. Dieser Parameter wird durch den Planungsparameter _2619_{:.id-label} verifiziert.,create-contracts.md
## Working hours for each day of the week,## Wochentagsarbeitszeit,create-contracts.md
"You can define the number of working hours per day for people with this contract. In the configuration of the **Work time guidelines**, this section is optional. However, it is useful so that injixo can calculate paid absences, such as vacation or illness.",Du kannst für Mitarbeiter die Anzahl an Arbeitsstunden pro Tag im Vertrag festlegen.,create-contracts.md
Example:,Beispiel:,create-contracts.md
"A person works 40 hours per week and 8 hours per day with days off on Wednesday and Sunday. To ensure the working hours are properly distributed over the week, enter 8:00 in the fields for Monday, Tuesday, Thursday, Friday, and Saturday, and enter 0:00 in the fields for Wednesday and Sunday. If this person calls in sick or takes a paid vacation, their working hours will still be calculated based on the hours you entered here.","Ein Mitarbeiter arbeitet 40&nbsp;Stunden pro Woche mit je 8&nbsp;Stunden pro Tag und hat immer mittwochs und sonntags frei. Um sicherzustellen, dass die Arbeitsstunden in der Arbeitswoche korrekt verteilt werden, gib in den Feldern für Montag, Dienstag, Donnerstag, Freitag und Samstag jeweils 8:00 ein und in den Feldern für Mittwoch und Sonntag jeweils 0:00. Wenn dieser Mitarbeiter sich krank meldet oder bezahlten Urlaub nimmt, werden seine Arbeitsstunden weiterhin auf Grundlage der von dir hier festgelegten Werte berechnet.",create-contracts.md
Leaving a field blank will default to the formula: [Weekly Target Hours/Number of Working Days]. This can potentially lead to miscalculations because injixo will assume an even distribution of work hours across all working days.,"Bei einem leeren Feld wird standardmäßig diese Formel verwendet: [Wöchentliche Sollstunden/Anzahl der Arbeitstage]. Dies kann zu Fehlberechnungen führen, weil injixo eine gleichmäßige Verteilung der Arbeitsstunden auf alle Arbeitstage annimmt.",create-contracts.md
## AutoScheduler parameters,## AutoScheduler-Parameter,create-contracts.md
"- **Maximum Number of Successive Workdays**: Fill in this field if your planning unit is open 7/7 days. Enter the maximum number of consecutive working days that the **Create optimized schedule** functionality must take into account. For example, if a person works 5 days per week, use this parameter to prevent them from working 10 consecutive days.","- **Max. Anz. aufeinander folgender Arbeitstage**: Fülle dieses Feld aus, wenn deine Planungseinheit an 7 von 7 Tagen geöffnet ist. Gib die maximale Anzahl aufeinanderfolgender Arbeitstage ein, die die Funktionalität **Optimierten Plan erstellen** beachten muss. Wenn ein Mitarbeiter beispielsweise fünf Tage pro Woche arbeitet, verwende diesen Parameter, um zu verhindern, dass er an zehn aufeinanderfolgenden Tagen arbeiten muss.",create-contracts.md
- **Minimum Number of Days Off per Week**: Fill in this field if your planning unit is open on the weekends. Enter the minimum number of non-working days that the **Create optimized schedule** functionality must take into account for each scheduling week.,"- **Min. Anz. freier Tage pro Woche**: Fülle dieses Feld aus, wenn deine Planungseinheit an den Wochenenden geöffnet ist. Gib die Mindestanzahl aufeinanderfolgender arbeitsfreier Tagen ein, die die Funktionalität **Optimierten Plan erstellen** je Planungswoche beachten muss.",create-contracts.md
- **Minimum Number of Successive Days Off per Week**: Fill in this field if you want to guarantee that your people have at least one period of consecutive days off per week. Enter the minimum number of consecutive non-working days per week that the **Create optimized schedule** functionality must respect for each scheduling week.,"- **Min. Anz. aufeinander folgender freier Tage pro Woche**: Fülle dieses Feld aus, wenn du sicherstellen möchtest, dass deine Mitarbeiter mindestens einen zusammenhängenden Zeitraum an arbeitsfreien Tagen pro Woche haben. Gib die Mindestanzahl aufeinanderfolgender arbeitsfreier Tage pro Woche ein, die die Funktionalität **Optimierten Plan erstellen** je Planungswoche beachten muss.",create-contracts.md
- **Maximum Number of Consecutive Days Off**: Fill in this field if you want to limit the number of consecutive days off for your people to ensure consistent staffing levels and avoid long breaks. Enter the maximum number of consecutive non-working days that the **Create optimized schedule** functionality must take into account. The value is not checked per week but across weeks.,"- **Max. Anz. aufeinander folgender freier Tage**: Fülle dieses Feld aus, wenn du die Anzahl aufeinanderfolgender arbeitsfreier Tage für deine Mitarbeiter einschränken möchtest, um eine konsistente Besetzung sicherzustellen und lange Unterbrechungen zu vermeiden. Gib die maximale Anzahl aufeinanderfolgender arbeitsfreier Arbeitstage ein, die die Funktionalität **Optimierten Plan erstellen** beachten muss. Der Wert wird nicht pro Woche geprüft, sondern über mehrere Wochen hinweg.",create-contracts.md
- **Minimum Rest Period Between Two Shifts (in Hours)**: Fill in this field if you need to comply with labor laws regarding rest periods between shifts. Enter the minimum rest period that the **Create optimized schedule** functionality must take into account between two consecutive shifts.,"- **Min. Ruhezeit (Stunden) zwischen zwei Schichten**: Fülle dieses Feld aus, wenn du laut Arbeitsgesetz Ruhezeiten zwischen Schichten einhalten musst. Gib die Mindestruhezeit ein, die die Funktionalität **Optimierten Plan erstellen** beachten muss.",create-contracts.md
"- **Minimum Number of Working Days per Week**: Fill in this field to maintain a minimum level of staffing on a weekly basis in your planning unit, to ensure that there are always enough people to handle the expected call volume. Enter the minimum number of working days to be scheduled per scheduling week.","- **Mindestanzahl Arbeitstage pro Woche**: Fülle dieses Feld aus, um eine wöchentliche Mindestbesetzung in deiner Planungseinheit sicherzustellen, damit immer genügend Mitarbeiter das prognostizierte Anrufvolumen bearbeiten können. Gib die Mindestanzahl der Arbeitstage an, die pro Planungswoche geplant werden sollen.",create-contracts.md
- **Use Target Work Account instead of Weekly Contractual Target**: Check this checkbox if you want the **Create optimized schedule** functionality to use the values from calculated target work accounts. Learn more about {% link_new target work accounts | features/scheduling/planning-periods/target-work-accounts.md %}.,"- **Richtzeitkonto statt Soll pro Woche laut Vertrag**: Aktiviere diese Checkbox, wenn du möchtest, dass die Funktionalität **Optimierten Plan erstellen** die Werte aus den berechneten Richtzeitkonten verwendet. Erfahre mehr über {% link_new Richtzeitkonten | features/scheduling/planning-periods/target-work-accounts.md %}.",create-contracts.md
"- **Max. 1 Working Saturday in x No. of Weeks**: Fill in this field if you want to ensure a fair distribution of weekend work among people and prevent the same people from consistently working on Saturdays. Enter the maximum number of weeks (1-5) on which a person can work on a Saturday. For example, a value of 2 means every other Saturday.","- **Max. ein Arbeitstag am Samstag alle n Wochen**: Fülle dieses Feld aus, wenn du eine gerechte Verteilung von Wochenendarbeit unter Mitarbeitern sicherstellen möchtest und um zu verhindern, dass dieselben Mitarbeiter ständig samstags arbeiten müssen. Gib die maximale Anzahl an Wochen (1-5) an, an denen ein Mitarbeiter samstags arbeiten soll. Zum Beispiel bedeutet ein Wert von 2 jeden zweiten Samstag.",create-contracts.md
"- **Assignment of a Workday Following a Full-Day Vacation**: Fill in this field if you want to force the **Create optimized schedule** functionality to schedule a working day after a full-day vacation. If the person has several consecutive days off, the working day is scheduled after the last day off.","- **Zuweisen eines Arbeitstages nach einem ganztägigen Urlaub**: Fülle dieses Feld aus, wenn du erzwingen möchtest, dass die Funktionalität **Optimierten Plan erstellen** einen Arbeitstag nach einem ganztägigen Urlaub plant. Wenn der Mitarbeiter mehrere aufeinanderfolgende Tage abwesend ist, wird der Arbeitstag nach dem letzten Abwesenheitstag geplant.",create-contracts.md
## Scheduling rules,## Planungsregeln,create-contracts.md
"Scheduling rules define a general and contract-related set of rules for your scheduling process. In the contract configuration, scheduling rules are called scheduling parameters.",Planungsregeln legen allgemeine und vertragsbezogene Regeln für deinen Planungsprozess fest. In der Vertragskonfiguration heißen Planungsregeln Planungsparameter.,create-contracts.md
"To see a list of all available scheduling rules, go to _WFM > Administration > System > Scheduling rules_{:.breadcrumbs}. To see a description of a rule, click on the respective rule in the list. Scheduling rules are usually configured during your onboarding with your injixo consultant.","Um die Liste aller verfügbaren Planungsregeln aufzurufen, gehe zu _WFM > Administration > System > Planungsregeln_{:.breadcrumbs}. Um Details zu einer Regel aufzurufen, wähle die entsprechende Regel in der Liste aus. Üblicherweise werden Planungsregeln während deines injixo-Onboardings gemeinsam mit deinem Consultant konfiguriert.",create-contracts.md
"Users with Admin access can modify each rule, set exceptions, and even revert user-specific values to default settings.","Benutzer mit Admin-Zugriff können jede Regel bearbeiten, Ausnahmen festlegen und benutzerdefinierte Werte auf die Standardeinstellungen zurücksetzen.",create-contracts.md
> Potential risk of scheduling errors,> Potenzielles Risiko für Planungsfehler,create-contracts.md
>,>,create-contracts.md
"> Changes to scheduling rules are complex and can result in scheduling errors if done incorrectly. Do not change them yourself if you are not sure about the consequences. If you need to change a scheduling rule, contact your consultant.","> Änderungen an den Planungsregeln sind komplex und können zu Planungsfehlern führen, wenn sie nicht korrekt durchgeführt werden. Ändere keine Planungsregeln selbst, wenn du unsicher bist, welche Konsequenzen dies hat. Wenn du eine Planungsregel ändern möchtest, wende dich an deinen Consultant.",create-contracts.md
"Contract-specific scheduling rules ensure that the conditions of each contract are taken into account during scheduling. For example, if a contract specifies a certain rest period duration or a maximum number of working hours per day, scheduling rules ensure that these conditions are met. Breaching these rules can lead to scheduling conflicts, employee dissatisfaction, and potential contract violations.","Vertragsbezogene Planungsregeln sorgen dafür, dass die Bedingungen jedes Vertrags bei der Schichtplanung beachtet werden. Wenn beispielsweise ein Vertrag einen bestimmten Ruhezeitraum oder eine Höchstanzahl von Arbeitsstunden pro Tag vorgibt, stellen die Planungsregeln sicher, dass diese Bedingungen erfüllt werden. Gegen diese Regeln zu verstoßen kann Planungskonflikte, Unzufriedenheit unter den Mitarbeitern und potentielle Vertragsverletzungen zur Folge haben.",create-contracts.md
### Status indicator,### Statusanzeige,create-contracts.md
You can see the status of each scheduling rule in the list:,Du kannst den Status jeder Planungsregel in der Liste erkennen:,create-contracts.md
- Gray: The rule is deactivated and won't be considered during scheduling.,- Grau: Die Regel ist deaktiviert und wird bei der Schichtplanung nicht berücksichtigt.,create-contracts.md
"- Yellow: The rule is in soft mode. Breaching this rule will generate a warning during scheduling, but the action will still proceed.","- Gelb: Die Regel ist im Soft-Modus. Wenn gegen diese Regel verstoßen wird, wird bei der Schichtplanung eine Warnung angezeigt, der Vorgang wird aber fortgesetzt.",create-contracts.md
- Red: The rule is fully activated. Any violation of the contract will result in an error message detailing the specific rule violation.,"- Rot: Die Regel ist vollständig aktiviert. Jede Verletzung des Vertrags führt zu einer Fehlermeldung, die den Regelverstoß beschreibt.",create-contracts.md
Mass update,Massenbearbeitung,mass-update.md
Use mass update to edit configuration data assignments for multiple people at the same time.,Mit der Massenbearbeitung kannst du die Zuweisung von Stammdaten für mehrere Mitarbeiter auf einmal ändern.,mass-update.md
You can use the mass update functionality for the following configuration elements:,Du kannst die Funktionalität Massenbearbeitung für folgende Konfigurationselemente verwenden:,mass-update.md
- Contracts,- Verträge,mass-update.md
- Skills,- Qualifikationen,mass-update.md
- Planning units,- Planungseinheiten,mass-update.md
- Selections,- Auswahl,mass-update.md
- Shift sequences,- Schichtfolgen,mass-update.md
- Work time pattern models,- Planungsmodelle,mass-update.md
## Prerequisites,## Voraussetzungen,mass-update.md
"Before you can use the mass update functionality, you need to {% link_new set up your base configuration | getting-started/set-up-base-configuration.md %}.","Bevor du die Funktionalität Massenbearbeitung verwenden kannst, musst du deine {% link_new Grundkonfiguration einrichten | getting-started/set-up-base-configuration.md %}.",mass-update.md
## Start mass update,## Massenbearbeitung starten,mass-update.md
> Note,> Hinweis,mass-update.md
>,>,mass-update.md
"> You cannot revert or undo a mass update. Start another mass update to overwrite the wrongly mass-updated data, or change the data for each person individually.","> Du kannst eine Massenbearbeitung nicht zurücksetzen oder rückgängig machen. Starte eine neue Massenbearbeitung, wenn du eine fälschlich durchgeführte Massenbearbeitung überschreiben möchtest oder ändere die Daten für jeden Mitarbeiter einzeln.",mass-update.md
"To start a mass update, follow these steps:","Um eine Massenbearbeitung zu starten, gehe wie folgt vor:",mass-update.md
1. Go to *Plan > Configuration > Employees*{:.breadcrumbs}.,1. Gehe zu _Plan > Konfiguration > Mitarbeiter_{:.breadcrumbs}.,mass-update.md
"2. To select the people whose configuration data you want to edit, choose a selection or click the employee filter icon {% icon employee-filter | icon-only %}.","2. Um die Mitarbeiter auszuwählen, deren Stammdaten du ändern möchtest, wähle eine Auswahl aus oder klicke auf das Mitarbeiterfilter-Icon {% icon employee-filter | icon-only %}.",mass-update.md
"3. In the action bar, click the mass update icon {% icon mass-update | icon-only %}.<br>The mass update page opens.",3. Klicke in der Aktionsleiste auf das Massenbearbeitungs-Icon {% icon mass-update | icon-only %}.<br>Die Seite **Massenbearbeitung** öffnet sich.,mass-update.md
"4. In the **Parameters** section, use the **Master data** drop-down menu to select the configuration element you want to edit for more than one person at once.<br>(Optional): Use the **From** and **To** fields to limit how long the mass update will be effective.","4. Verwende im Abschnitt **Parameter** das Dropdown-Menü **Stammdaten**, um das Konfigurationselement auszuwählen, das du für mehrere Mitarbeiter auf einmal ändern möchtest.<br>(Optional): Verwende die Felder **vom** und **bis**, um einzuschränken, für wie lange die Änderung durch die Massenbearbeitung gilt.",mass-update.md
5. Select an **Action**.,5. Wähle eine **Aktion**.,mass-update.md
"6. Depending on your selection, the following sections appear on the right: **Existing Assignments**, **New Assignment**, or **New Validity Period**. In the sections, select the elements you want to add, delete, or replace.","6. Je nach Auswahl erscheinen rechts folgende Abschnitte: **Bisherige Zuordnungen**, **Neue Zuordnung** oder **Neuer Gültigkeitszeitraum**. Wähle in den Abschnitten die Elemente aus, die du hinzufügen, löschen oder ersetzen möchtest.",mass-update.md
"7. To start the mass update, click **OK**.<br>The job processing screen opens.<br>A results page of your mass update results opens.","7. Um die Massenbearbeitung zu starten, klicke auf **OK**.<br>Das Fenster **Jobverarbeitung** öffnet sich.<br>Eine Seite mit dem Ergebnis der Massenbearbeitung öffnet sich.",mass-update.md
| Question                                                                                                    | Answer                                                                                                                                                                                                                                                                                                                                       |,| Frage                                                                                                            | Antwort                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |,mass-update.md
| ----------------------------------------------------------------------------------------------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,| ---------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,mass-update.md
