en,es,article
"   To do this, choose one of the following options:","   Para ello, elige una de las siguientes opciones:",use-two-factor-authentication.md
   - Scan the QR code on the **Activate two-factor authentication** page with the authenticator app.,"   - Con la aplicación de autenticación, escanea el código QR en la página **Activar autenticación de dos factores**.",use-two-factor-authentication.md
   - Enter the key displayed on the **Activate two-factor authentication** page into the authenticator app.,   - Introduce la clave mostrada en la página **Activar autenticación de dos factores** en la aplicación de autenticación.,use-two-factor-authentication.md
Your authenticator app is now set up and starts generating one-time passwords (OTP).,"Tu aplicación de autenticación ya está configurada y puede generar contraseñas de un solo uso (OTP, por sus siglas en inglés).",use-two-factor-authentication.md
"On your computer or main device, proceed as follows:","En tu ordenador o dispositivo principal, procede de la siguiente manera:",use-two-factor-authentication.md
"1. On the **Activate two-factor authentication** page, enter an OTP into the **One-time password** field.","1. En la página **Activar autenticación de dos factores**, introduce un OTP en el campo **Contraseña de un solo uso**.",use-two-factor-authentication.md
2. Click _Continue_{:.doc-button}.,2. Haz clic en _Continuar_{:.doc-button}.,use-two-factor-authentication.md
"3. Store the backup codes or download them as a file. Click _Download_{:.doc-button} or _Copy_{:.doc-button}. If you don't see the backup codes, they have been deactivated for your company account. <!-- feature flag -->","3. Guarda los códigos de respaldo o descárgalos como archivo. Haz clic en _Descargar_{:.doc-button} o _Copiar_{:.doc-button}. Si no aparecen códigos de respaldo, es porque han sido desactivados para tu cuenta de tu organización. <!-- feature flag -->",use-two-factor-authentication.md
   > Store your backup codes in a safe place,   > Guarda tus códigos de respaldo en un lugar seguro.,use-two-factor-authentication.md
   >,   >,use-two-factor-authentication.md
"   > If you lose access to your personal device, you will only be able to access your account by using a backup code.<br>Store your backup codes safely, e.g. in a password manager, or print them out and make sure only you can access them.","   > Si pierdes acceso a tu dispositivo personal, solo podrás acceder a tu cuenta utilizando un código de respaldo.<br>Guarda tus códigos de respaldo en un lugar seguro, como un gestor de contraseñas, o imprímelos y asegúrate de que nadie más tiene acceso a ellos.",use-two-factor-authentication.md
4. Check the checkbox **I securely stored my backup codes.**,4. Marca la casilla **He almacenado de manera segura mis códigos de respaldo.**,use-two-factor-authentication.md
5. Click _Activate 2FA_{:.doc-button}.,5. Haz clic en _Activar 2FA_{:.doc-button}.,use-two-factor-authentication.md
   You will receive an email that informs you about the 2FA activation.,   Recibirás un correo electrónico informándote de que la 2FA ha sido activada.,use-two-factor-authentication.md
"From now on, you will need both your login credentials and an OTP to log in to injixo.","A partir de ahora, necesitarás tanto tus datos de acceso como un OTP para iniciar sesión en injixo.",use-two-factor-authentication.md
## Log in when 2FA is active,## Iniciar sesión con la 2FA activa,use-two-factor-authentication.md
1. Enter your email address and password on the injixo login screen and click _Login_{:.doc-button}.,1. Introduce tu correo electrónico y contraseña en la página de inicio de sesión de injixo y haz clic en _Inicio de sesión_{:.doc-button}.,use-two-factor-authentication.md
2. Enter the OTP generated by your authenticator app.,2. Introduce el OTP generado por tu aplicación de autenticación,use-two-factor-authentication.md
"   Each OTP is valid for 30 seconds only, then the app generates a new one.","   Cada OTP es válido durante solo 30 segundos. Pasado este tiempo, la aplicación genera uno nuevo.",use-two-factor-authentication.md
3. Click _Verify_{:.doc-button} to complete the login process.,3. Haz clic en _Verificar_{:.doc-button} para completar el inicio de sesión.,use-two-factor-authentication.md
"If you cannot login, check on your authenticator app that the OTP you entered is still valid. If this is not the case, simply enter a new OTP.","Si no puedes iniciar sesión, verifica en tu aplicación de autenticación que el OTP introducido aún es válido. Si no es así, simplemente introduce un nuevo OTP.",use-two-factor-authentication.md
"If you still cannot log in, follow the instructions below to log in with a backup code.","Si continúas teniendo dificultades, sigue las instrucciones a continuación para iniciar sesión con un código de respaldo.",use-two-factor-authentication.md
### Log in with a backup code,### Iniciar sesión con un código de respaldo,use-two-factor-authentication.md
"During the 2FA setup for your account, you receive 10 backup codes. If you don't have access to your personal device, you can log in to injixo using one of your backup codes.","Cuando configuraste la 2FA para tu cuenta, recibiste 10 códigos de respaldo. Si no tienes acceso a tu dispositivo personal, puedes iniciar sesión en injixo con uno de tus códigos de respaldo.",use-two-factor-authentication.md
> Note,> Atención,use-two-factor-authentication.md
>,>,use-two-factor-authentication.md
"> Only log in with a backup code in case of an emergency. You can use each backup code only once. By default, you should always log in using an OTP.","> Utiliza los códigos de respaldo solo en caso de emergencia. Cada código es válido una sola vez. Por norma general, siempre deberías iniciar sesión con un OTP.",use-two-factor-authentication.md
"To log in with a backup code instead of an OTP, proceed as follows:",Para iniciar sesión con un código de respaldo en lugar de un OTP:,use-two-factor-authentication.md
1. Enter your email address and password on the injixo login screen and click _Login_{:.doc-button}.,1. Introduce tu correo electrónico y contraseña en la página de inicio de sesión de injixo y haz clic en _Inicio de sesión_{:.doc-button}.,use-two-factor-authentication.md
2. Click the backup code link below the **One-time password** field.,2. Haz clic en el enlace del código de respaldo debajo del campo **Contraseña de un sólo uso**.,use-two-factor-authentication.md
3. Enter one of your 10-character backup codes in the **Backup code** field.,3. Introduce uno de tus 10 códigos de respaldo en el campo de entrada **Código de respaldo**.,use-two-factor-authentication.md
4. Click _Verify_{:.doc-button} to complete the login process.,4. Haz clic en _Verificar_{:.doc-button} para completar el inicio de sesión.,use-two-factor-authentication.md
### Log in without your personal device and backup codes,### Iniciar sesión sin dispositivo personal y sin códigos de respaldo,use-two-factor-authentication.md
"If you are not able to log in with 2FA and you cannot access your backup codes, reach out to a user with admin access. They can deactivate 2FA for your account. You will then be able to log in to your account without an OTP and reset your 2FA settings.","Si no puedes iniciar sesión con 2FA y no puedes acceder a tus códigos de respaldo, contacta con un usuario con acceso de administrador para que desactive la 2FA para tu cuenta. Así podrás iniciar sesión sin OTP y podrás restablecer tu configuración de 2FA.",use-two-factor-authentication.md
## Use 2FA on a new personal device,## Usar la 2FA en un nuevo dispositivo personal,use-two-factor-authentication.md
"To use a different device to generate OTPs, you need to temporarily deactivate 2FA for your account and [activate it again using your new device](#activate-2fa-for-your-account).","Para utilizar un dispositivo diferente para generar OTP, debes desactivar temporalmente la 2FA en tu cuenta y [activarla otra vez con tu dispositivo nuevo](#activar-la-2fa-para-tu-cuenta).",use-two-factor-authentication.md
"If you cannot deactivate 2FA yourself, ask a user with admin access to deactivate it for your account.","Si no puedes desactivar la 2FA, contacta con un usuario con acceso de administrador para que la desactive  para tu cuenta.",use-two-factor-authentication.md
## Deactivate 2FA for your account,## Desactivar la 2FA para tu cuenta,use-two-factor-authentication.md
> Note,> Atención,use-two-factor-authentication.md
>,>,use-two-factor-authentication.md
"> Deactivating 2FA is not recommended. If 2FA has been enforced on your account, you cannot deactivate it.","> No se recomienda desactivar la 2FA. Si tus administradores han hecho la 2FA obligatoria para tu cuenta, no puedes desactivarla.",use-two-factor-authentication.md
1. Log in to injixo and click your user name at the top right in the navigation bar.,1. Inicia sesión en injixo y haz clic en tu nombre de usuario arriba a la derecha en la barra de navegación.,use-two-factor-authentication.md
2. Click the **Security** tab.,2. Haz clic en la pestaña **Seguridad**.,use-two-factor-authentication.md
"   At the top of the page, you can see the current status of your 2FA settings.","   En la parte superior, puedes ver tu configuración actual de 2FA.",use-two-factor-authentication.md
3. Click _Deactivate 2FA_{:.doc-button}.,3. Haz clic en _Desactivar 2FA_{:.doc-button}.,use-two-factor-authentication.md
4. Enter your password.,4. Introduce tu contraseña.,use-two-factor-authentication.md
5. Click _Continue_{:.doc-button} to confirm the deactivation.,5. Haz clic en _Continuar_{:.doc-button} para confirmar la desactivación.,use-two-factor-authentication.md
"You will receive an email that informs you about the 2FA deactivation. From now on, you can log in again without using an OTP.","Recibirás un correo electrónico informándote de que la 2FA ha sido desactivada. A partir de ahora, puedes iniciar sesión sin introducir un OTP.",use-two-factor-authentication.md
> Did you receive the 2FA deactivation email without deactivating 2FA yourself?,> ¿Has recibido el correo de desactivación aunque no has desactivado la 2FA?,use-two-factor-authentication.md
>,>,use-two-factor-authentication.md
> Check your account together with an admin from your company. Consider changing your password.,> Comprueba tu cuenta junto con un administrador de tu organización. Considera si cambiar tu contraseña.,use-two-factor-authentication.md
> Only users with admin access can manage two-factor authentication (2FA) for other users.,> Solo los usuarios con acceso de administrador pueden administrar la autenticación de dos factores para otros usuarios.,manage-2fa.md
## See other users' 2FA settings,## Ver la configuración de 2FA de otros usuarios,manage-2fa.md
"To see other users' current 2FA status, proceed as follows:","Para ver el estado actual de la 2FA de otros usuarios, sigue estos pasos:",manage-2fa.md
1. Go to _Account > Users_{:.breadcrumbs}.,1. Ve a _Account > Usuarios_{:.breadcrumbs}.,manage-2fa.md
"2. In the **2FA** column on the right, a shield icon indicates the 2FA status for each user. Hover over it to see more information.","2. En la columna **2FA** a la derecha, un icono de escudo indica el estado de la 2FA de cada usuario. Mueve el cursor sobre el icono para ver más información.",manage-2fa.md
  - Red icon {% icon 2FA-red | icon-only %}: 2FA is not active.,  - Icono rojo {% icon 2FA-red | icon-only %}: la 2FA no está activa.,manage-2fa.md
  - Orange icon with exclamation mark {% icon 2FA-orange | icon-only %}: 2FA was enforced for the user. The user has to activate 2FA upon next login.,  - Icono naranja con signo de exclamación {% icon 2FA-orange | icon-only %}: un administrador ha hecho la 2FA obligatoria para el usuario. El usuario tendrá que activar la 2FA cuando inicie sesión la próxima vez.,manage-2fa.md
  - Green icon with checkmark {% icon 2FA-green | icon-only %}: 2FA is active.,  - Icono verde con marca de verificación {% icon 2FA-green | icon-only %}: la 2FA está activa.,manage-2fa.md
## Enforce 2FA activation for other users,## Hacer la 2FA obligatoria para otros usuarios,manage-2fa.md
You can make other users activate 2FA. Enforcing 2FA for other users has the following consequences:,Puedes obligar a otros usuarios a activar la 2FA. Hacer la 2FA obligatoria para otros usuarios tiene las siguientes consecuencias:,manage-2fa.md
- Users will not able to log in if they don't activate 2FA.,- Los usuarios no podrán iniciar sesión si no activan la 2FA.,manage-2fa.md
- Users will not be able to deactivate 2FA for their personal accounts anymore.,- Los usuarios no podrán desactivar la 2FA para sus cuentas.,manage-2fa.md
"Before you enforce 2FA for other users, make sure that they have access to one of the {% link_new supported authenticator apps | getting-started/use-two-factor-authentication.md | #prerequisite-install-an-authenticator-app %}.","Antes de hacer la 2FA obligatoria para otros usuarios, asegúrate de que tengan acceso a una {% link_new aplicación de autenticación compatible | getting-started/use-two-factor-authentication.md | #prerrequisito-instalar-una-aplicación-de-autenticación %}.",manage-2fa.md
### Enforce 2FA activation for individual users,### Hacer la 2FA obligatoria para usuarios concretos,manage-2fa.md
1. Go to _Account > Users_{:.breadcrumbs}.,1. Ve a _Account > Usuarios_{:.breadcrumbs}.,manage-2fa.md
2. Click the **name** of the user for whom you want to enforce 2FA activation.,2. Haz clic en el **nombre** del usuario para quien quieres hacer la 2FA obligatoria.,manage-2fa.md
   The page with the user's details opens.,   Verás la página con los detalles del usuario.,manage-2fa.md
"3. In the **Security** section, check the **Enforce 2FA activation** checkbox.","3. En la sección **Seguridad**, marca la casilla **Forzar la activación de 2FA**.",manage-2fa.md
4. Click _Save_{:.doc-button} to confirm the activation.,4. Haz clic en _Guardar_{:.doc-button}.,manage-2fa.md
### Enforce 2FA activation for all users,### Hacer la 2FA obligatoria para todos los usuarios,manage-2fa.md
"1. Go to _Account > Security_{:.breadcrumbs}. On this page, you can see the current distribution of 2FA among your users.",1. Ve a _Account > Seguridad_{:.breadcrumbs}. En esta página puedes ver la distribución actual de la 2FA entre tus usuarios.,manage-2fa.md
2. Click _Enforce 2FA for all users_{:.doc-button}.,2. Haz clic en _Activar obligatoriedad de 2FA para todos los usuarios_{:.doc-button}.,manage-2fa.md
   You will see a green success message. The button text will change to _Revoke enforcement_{:.doc-button}.,   Verás un mensaje verde de confirmación. El texto del botón cambiará a _Revocar obligatoriedad_{:.doc-button}.,manage-2fa.md
### Deactivate 2FA for individual users,### Desactivar la 2FA para usuarios concretos,manage-2fa.md
"In some cases, you may want to deactivate 2FA temporarily for individual users, or exclude some users from 2FA enforcement.","En algunos casos, querrás desactivar la 2FA temporalmente para usuarios concretos, o excluirlos por completo de la obligatoriedad de 2FA.",manage-2fa.md
1. Go to _Account > Users_{:.breadcrumbs}.,1. Ve a _Account > Usuarios_{:.breadcrumbs}.,manage-2fa.md
2. Click the **name** of the user for whom you want to deactivate 2FA.,2. Haz clic en el **nombre** del usuario para el que quieres desactivar la 2FA.,manage-2fa.md
   The page with the user's details opens.,   Verás la página con los detalles del usuario.,manage-2fa.md
"3. In the **Security** section, uncheck the **Enforce 2FA activation** checkbox.","3. En la sección **Seguridad**, desmarca la casilla **Forzar la activación de 2FA**.",manage-2fa.md
4. Click _Save_{:.doc-button} to confirm the deactivation.,4. Haz clic en _Guardar_{:.doc-button}.,manage-2fa.md
Your organization is billed according to your [WFM plan](https://www.injixo.com/pricing) and number of users:,La facturación para tu organización depende de tu [plan WFM](https://www.injixo.com/pricing) y del número de usuarios:,how-does-billing-work.md
"- In injixo Essential, Advanced, and Enterprise WFM, the billing calculation includes a monthly [base fee with a fixed number of users](https://www.injixo.com/pricing). Your organization will be invoiced for any additional active users.","- En injixo Essential, Advanced y Enterprise WFM, el cálculo de la facturación incluye una [cuota mensual con un número fijo de usuarios](https://www.injixo.com/pricing). Se te facturará cada usuario activo adicional.",how-does-billing-work.md
"- In injixo Classic, your organization is billed per created user.","- En injixo Classic, a tu organización se le factura cada usuario creado.",how-does-billing-work.md
"Your invoice at the end of the month is based on the highest daily user count of that month, minus the number of users included in your plan’s base fee.","Tu factura a final de mes se calcula basándose en el número más alto de usuarios diarios de ese mes, menos el número de usuarios incluidos en la cuota básica de tu plan.",how-does-billing-work.md
injixo counts all {% link_new user accounts you create | getting-started/manage-user-accounts.md %} under:,injixo contabiliza todas las {% link_new cuentas de usuarios que crees | getting-started/manage-user-accounts.md %} en:,how-does-billing-work.md
- _WFM > Administration > Scheduling > Employees_{:.breadcrumbs},- _WFM > Gestión > Planificación > Empleados_{:.breadcrumbs},how-does-billing-work.md
- _Account > Users_{:.breadcrumbs},- _Account > Usuarios_{:.breadcrumbs},how-does-billing-work.md
- **People**,- **People**,how-does-billing-work.md
"The three sections listed above will display all your users, but each user only counts once for billing.","Estas tres secciones listan todos tus empleados, pero cada usuario computa una sola vez para la facturación.",how-does-billing-work.md
New users are counted and billed at the end of the month.,Los usuarios nuevos se cuentan y facturan al final del mes.,how-does-billing-work.md
The creation date for new users is the Join date in WFM > Administration > Scheduling > Employees. Changing the join date does not change the user count and billing for the first month.,La fecha de creación de los usuarios nuevos es la fecha de entrada en WFM > Gestión > Planificación > Empleados. Modificar la fecha de entrada no influye en el cálculo de la facturación del primer mes.,how-does-billing-work.md
## View billed and unbilled users,## Consultar los usuarios facturados y no facturados,how-does-billing-work.md
"Go to _Account > Users_{:.breadcrumbs} to see a complete overview of all users, divided into two tabs:",En _Account > Usuarios_{:.breadcrumbs} tienes un resumen de todos los usuarios dividido en dos pestañas:,how-does-billing-work.md
- Billed users: This tab shows all active users in your injixo tenant.,- Usuarios facturados: esta pestaña muestra todos los usuarios activos en tu tenant de injixo.,how-does-billing-work.md
- Unbilled users: This tab shows all {% link_new deactivated users | features/administration/deactivate-employees.md %} who can no longer log in to injixo. Your organization is no longer billed for deactivated users.,- Usuarios no facturados: esta pestaña muestra todos los {% link_new usuarios desactivados | features/administration/deactivate-employees.md %} que ya no pueden iniciar sesión en injixo. A tu organización no se le facturan los usuarios desactivados.,how-does-billing-work.md
## Remove users from billing,## Omitir usuarios de la facturación,how-does-billing-work.md
"To remove users from billing, {% link_new deactivate or delete them | features/administration/deactivate-employees.md %} from injixo.","Para omitir usuarios de la facturación, {% link_new desactiva o elimina los empleados | features/administration/deactivate-employees.md %} en injixo.",how-does-billing-work.md
## Manage your billing information,## Gestionar tu información de facturación,how-does-billing-work.md
> Only users with admin access or with the default Finance role can access _Account > Billing_{:.breadcrumbs}.,> Solo los usuarios con acceso de administrador o con el rol predeterminado Finanzas tienen acceso a _Account > Facturación_{:.breadcrumbs}.,how-does-billing-work.md
>,>,how-does-billing-work.md
"> If you need access, contact your admin.","> Si necesitas acceso, contacta con tu administrador.",how-does-billing-work.md
"Go to _Account > Billing_{:.breadcrumbs} to access your organization's billing information. Here, you can:",Ve a _Account > Facturación_{:.breadcrumbs} para acceder a la información de facturación de tu organización. Aquí puedes:,how-does-billing-work.md
 - Check your current user count, - consultar tu número actual de usuarios;,how-does-billing-work.md
 - Manage invoice recipients, - gestionar los destinatarios de las facturas;,how-does-billing-work.md
 - Download invoices, - descargar facturas.,how-does-billing-work.md
### Check your current user count,### Consultar tu número actual de usuarios,how-does-billing-work.md
Get an overview of licensed users in your injixo account for the current and previous months.,Puedes ver el número de usuarios licenciados en tu cuenta de injixo en el mes actual y los meses anteriores.,how-does-billing-work.md
1. Click _Subscription_{:.menu-item}.,1. Haz clic en _Suscripción_{:.menu-item}.,how-does-billing-work.md
    The **Your Current Subscription** section displays a table with the total user count for the current month.,    La sección **Tu suscripción actual** incluye una tabla con el número total de usuarios del mes en curso.,how-does-billing-work.md
"2. In the **History** section, select the **month** and **year** to populate a graph in the **User Count** section.","2. En la sección **Histórico**, selecciona el **mes** y el **año** para generar un gráfico en la sección **Histórico de cuenta de usuarios**.",how-does-billing-work.md
Note: Your invoice will include the user count as a line item.,Ten en cuenta que tu factura incluirá el recuento de usuarios en una línea adicional.,how-does-billing-work.md
### Manage invoice recipients,### Gestionar los destinatarios de las facturas,how-does-billing-work.md
Click _Contacts_{:.menu-item} to see the current invoice recipients' email addresses. The listed invoice recipients will receive the monthly invoices and reminders.,Haz clic en _Contactos_{:.menu-item} para ver las direcciones de correo electrónico de los destinatarios actuales de las facturas. Las personas incluidas en esta lista recibirán las facturas y los recordatorios mensuales.,how-does-billing-work.md
"To change the invoice recipients, contact our finance team at finance@ivx.com.","Para cambiar los destinatarios de la factura, contacta con nuestro equipo de finanzas en finance@ivx.com.",how-does-billing-work.md
> Late invoice payment may result in the suspension of your injixo service.,> El retraso en el pago de facturas puede resultar en la suspensión de tu servicio injixo.,how-does-billing-work.md
>,>,how-does-billing-work.md
> We recommend providing at least two invoice recipients.,> Recomendamos configurar al menos dos destinatarios para las facturas.,how-does-billing-work.md
### Download current and past invoices,### Descargar facturas actuales y pasadas,how-does-billing-work.md
1. Click _Invoices_{:.menu-item}.,1. Haz clic en _Facturas_{:.menu-item}.,how-does-billing-work.md
2. Click the {% icon download %} to download an invoice as a PDF file.,2. Haz clic en el {% icon download %} para descargar una factura en formato PDF.,how-does-billing-work.md
### Change your company account details,### Modificar la información de facturación de tu organización,how-does-billing-work.md
"To change your company account details, contact our finance team at finance@ivx.com.","Para cambiar los detalles de la cuenta de tu organización, contacta con nuestro equipo de finanzas en finance@ivx.com.",how-does-billing-work.md
The goal of workforce management (WFM) is to optimize people deployment to meet business goals and service level targets. injixo helps you be more efficient throughout the different steps of the WFM cycle:,El objetivo del workforce management (WFM) es optimizar la asignación de personal para cumplir con los objetivos comerciales y de nivel de servicio. injixo te ayuda a ser más eficiente en todas las etapa del ciclo de WFM.,the-wfm-cycle-in-injixo.md
"  {{ 1 | image: ""WFM cycle: Forecasting, Planning, Scheduling, Intraday management, Analytics"", '60%' }}","  {{ 1 | image: ""Ciclo de WFM: previsión, planificación, optimización de los turnos, gestión intradiaria, análisis"", '60%' }}",the-wfm-cycle-in-injixo.md
"- Forecasting: Predict your short-, mid-, and long-term workload.","- Previsión: predice tu carga de trabajo a corto, medio y largo plazo.",the-wfm-cycle-in-injixo.md
"- Planning: Decide on recruitment, budget, and training strategies for the future.","- Planificación: establece estrategias de reclutamiento, presupuesto y formación para el futuro.",the-wfm-cycle-in-injixo.md
- Scheduling: Create the best possible schedules for your people and your business demands.,- Optimización de turnos: crea los mejores turnos para tus empleados y las necesidades de tu negocio.,the-wfm-cycle-in-injixo.md
- Intraday management: Adapt your schedules to unforeseen events in real time.,- Gestión intradiaria: adapta tu planificación a eventos imprevistos en tiempo real.,the-wfm-cycle-in-injixo.md
"- Analytics: Understand, predict, and improve your business performance.","- Análisis: comprende, predice y mejora el rendimiento de tu negocio.",the-wfm-cycle-in-injixo.md
In this article you will find an overview of how injixo can support you in all stages of the WFM cycle.,En este artículo encontrarás una descripción general de cómo injixo puede ayudarte en todas las etapas del ciclo de WFM.,the-wfm-cycle-in-injixo.md
"The very first step is to provide injixo with the data needed to generate a reliable forecast. To do so, you need to set up an integration with your Automatic Call Distribution (ACD) or Customer Relationship Management (CRM) systems.","El primer paso es proporcionar a injixo los datos necesarios para generar una previsión fiable. Para ello, necesitas configurar una integración con tus sistemas de distribución automática de llamadas (ACD, por sus siglas en inglés) o de gestión de relaciones con el cliente (CRM, por sus siglas en inglés).",the-wfm-cycle-in-injixo.md
New to workforce management? Learn about the key concepts and definitions in our [glossary](https://help.injixo.com/glossary/overview).,¿Estás empezando en el workforce management? Aprende sobre los conceptos clave y definiciones en nuestro [glosario](https://help.injixo.com/glossary/overview).,the-wfm-cycle-in-injixo.md
## 1. Forecasting,## 1\. Previsión,the-wfm-cycle-in-injixo.md
### Set up an integration,### Configurar una integración,the-wfm-cycle-in-injixo.md
"To predict the workload your organization will face at any point in the future, injixo needs access to your contact data and/or agent status data from external systems (e.g. ACD or CRM systems). To allow injixo to import and process this data, you need to {% link_new integrate your external systems with injixo | features/acd-integration/cloud/how-integrations-work.md %}. injixo offers native, vendor-specific integrations and universal integrations. Depending on the integration, injixo receives data every 15, 30, or 60 minutes (historical data import), or even within seconds (real-time data import).","Para predecir la carga de trabajo a la que se enfrentará tu organización en cualquier momento futuro, injixo necesita acceso a tus datos de contacto y/o a los estados de los agentes de sistemas externos (como ACD o CRM). Para que injixo pueda importar y procesar estos datos, tienes que {% link_new integrar tus sistemas externos con injixo | features/acd-integration/cloud/how-integrations-work.md %}. injixo ofrece integraciones nativas específicas para distintos proveedores e integraciones universales. Según la integración, inijixo recibe los datos cada 15, 30 o 60 minutos (importe de datos históricos), o incluso en cuestión de segundos (importe de datos en tiempo real).",the-wfm-cycle-in-injixo.md
"Once you have added an integration, it will automatically and continuously send data to injixo.","Una vez añades una integración, esta envía datos a injixo automática y continuamente.",the-wfm-cycle-in-injixo.md
"Imported contact data is stored in queues, which are always associated with a channel. You need the queues to create workloads on which to base your forecast.","Los datos de contacto importados se almacenan en colas, que siempre están asociadas a un canal. Necesitas las colas para crear cargas de trabajo en las que basar tu previsión.",the-wfm-cycle-in-injixo.md
You can configure your integrations in _Account > Integrations_{:.breadcrumbs}.,Puedes configurar tus integraciones en _Account > Integraciones_{:.breadcrumbs}.,the-wfm-cycle-in-injixo.md
### Create a workload,### Crear una carga de trabajo,the-wfm-cycle-in-injixo.md
"To use injixo Forecast, you first need to {% link_new create a workload | features/forecast/injixo-forecast/manage-workloads.md | #create-workloads %} using the queues imported by your integration. Workloads contain all your historical data and related forecasts. To create a workload, your ACD must be correctly connected and imported queues must be available.","Para utilizar injixo Forecast, primero tienes que {% link_new crear una carga de trabajo | features/forecast/injixo-forecast/manage-workloads.md | #crear-cargas-de-trabajo %} con las colas importadas por tu integración. Las cargas de trabajo contienen todos tus datos históricos y las previsiones relacionadas. Para crear una carga de trabajo, tu ACD debe estar conectado correctamente y las colas importadas deben estar disponibles.",the-wfm-cycle-in-injixo.md
You can create workloads in _Forecast > Workloads_{:.breadcrumbs}.,Puedes crear cargas de trabajo en _Forecast > Workloads_{:.breadcrumbs}.,the-wfm-cycle-in-injixo.md
### Generate a forecast,### Generar una previsión,the-wfm-cycle-in-injixo.md
{% link_new injixo Forecast | features/forecast/injixo-forecast/what-is-the-injixo-forecast.md %} combines your historical data with the best-suited algorithm to generate high-quality forecasts for up to 365 days.,{% link_new injixo Forecast | features/forecast/injixo-forecast/what-is-the-injixo-forecast.md %} combina tus datos históricos con los algoritmos más apropiados para generar previsiones de alta calidad.,the-wfm-cycle-in-injixo.md
Each new data import updates the generated forecast. You can also {% link_new add events | features/forecast/injixo-forecast/events-and-holidays.md %} that will influence your forecast.,Cada nueva importación de datos actualiza la previsión generada. También puedes {% link_new añadir eventos | features/forecast/injixo-forecast/events-and-holidays.md %} que influirán en tu previsión.,the-wfm-cycle-in-injixo.md
### Calculate staff requirements,### Calcular requisitos de personal,the-wfm-cycle-in-injixo.md
"Once you have generated a forecast, you can {% link_new calculate the staff requirements | features/forecast/injixo-forecast/staff-requirement.md %}, i.e. the amount of people who need to be scheduled to cover the expected workload. You can use several {% link_new calculation methods | best-practices/requirement-scripts.md %} to calculate your staff requirements, which take into account factors like target service level, target answer time, shrinkage, etc. You can also write constant staff requirements without a forecast, if needed.","Una vez hayas generado una previsión, puedes {% link_new calcular los requisitos de personal | features/forecast/injixo-forecast/staff-requirement.md %}, es decir, la cantidad de personas que deben ser planificadas para cubrir la carga de trabajo esperada. Puedes utilizar varios {% link_new métodos de cálculo | best-practices/requirement-scripts.md %} para determinar tus requisitos de personal. Los métodos de cálculo tienen en cuenta factores como la reducción de productividad (shrinkage), los objetivos de nivel de servicio o de tiempo de respuesta, etc. También puedes escribir requisitos de personal constantes sin una previsión, si fuera necesario.",the-wfm-cycle-in-injixo.md
"You can use your staff requirements during the scheduling process to create optimized schedules for specific time frames, planning units, and activities.","Puedes utilizar tus requisitos de personal durante la planificación para crear horarios optimizados para unidades de planificación, actividades y periodos de tiempo específicos.",the-wfm-cycle-in-injixo.md
## 2. Planning,## 2\. Planificación,the-wfm-cycle-in-injixo.md
"Use the data generated by injixo Forecast to compare your staff requirements with the actual resources available. The long-term forecast allows you to make better, timely decisions, e.g. on time-off requests, when to publish job postings or which training programs your people need to follow to be equipped for upcoming projects.","Usa los datos generados por injixo Forecast para comparar tus requisitos de personal con los recursos reales disponibles. La previsión a largo plazo te permite tomar mejores decisiones en el momento adecuado. Por ejemplo, a la hora de decidir si aprobar solicitudes de permiso, cuándo publicar ofertas de trabajo o qué programas de formación deben completar tus empleados para estar preparados para los próximos proyectos.",the-wfm-cycle-in-injixo.md
## 3. Scheduling,## 3\. Optimización de turnos,the-wfm-cycle-in-injixo.md
### Create schedules,### Crear planificaciones,the-wfm-cycle-in-injixo.md
"Once you have calculated your staff requirements, injixo offers different {% link_new scheduling methods | features/scheduling/scheduling-methods.md %} that you can choose from or combine to best plan your people to meet your organization's needs.","Una vez que hayas calculado tus requisitos de personal, injixo ofrece diferentes {% link_new métodos de planificación | features/scheduling/scheduling-methods.md %} que puedes elegir o combinar para crear la mejor planificación de tus empleados y satisfacer las necesidades de tu organización.",the-wfm-cycle-in-injixo.md
"In _Plan > Schedules_{:.breadcrumbs}, you can configure scheduling rules and constraints to comply with labor regulations, contractual agreements, and people's preferences.","En _Plan > Planificar_{:.breadcrumbs}, puedes configurar reglas de planificación y limitaciones para cumplir con regulaciones laborales y acuerdos contractuales, a la vez que tomas en cuenta las preferencias de tus empleados.",the-wfm-cycle-in-injixo.md
"injixo offers multiple scheduling functionalities, such as {% link_new optimized scheduling | features/scheduling/schedules/schedules-optimized-schedules.md %}, {% link_new notifying people of schedule changes | features/scheduling/schedules/schedules-notify-scheduling-changes.md %}, or {% link_new enabling people to swap shifts | features/scheduling/planning-periods/enable-employees-to-swap-shifts.md %} with their colleagues.","injixo ofrece múltiples funcionalidades de planificación, como la {% link_new notificar cambios en el horario a los empleados | features/scheduling/schedules/schedules-optimized-schedules.md %}, {% link_new notificar cambios en el horario a los empleados | features/scheduling/schedules/schedules-notify-scheduling-changes.md %}, o {% link_new permitir que los empleados intercambien turnos | features/scheduling/planning-periods/enable-employees-to-swap-shifts.md %} con sus compañeros.",the-wfm-cycle-in-injixo.md
### Plan time off,### Planificar permisos,the-wfm-cycle-in-injixo.md
