en,fr,article
## Activate IP filtering,## Activer le filtrage IP,ip-filtering.md
Only users with admin access can activate IP filtering.,Seuls les utilisateurs disposant d’un accès admin peuvent activer le filtrage IP.,ip-filtering.md
> Note,> Remarque,ip-filtering.md
>,>,ip-filtering.md
"> When you activate IP filtering, all active users are logged out. Depending on the product area, the time frame varies:","> Lorsque vous activez le filtrage IP, tous les utilisateurs actifs sont déconnectés. Le cadre temporel varie selon le produit&nbsp;:",ip-filtering.md
> - Logout can be immediate,> - La déconnexion peut être immédiate.,ip-filtering.md
> - Logout happens when data is next loaded or stored,> - La déconnexion se produit lors du chargement ou du stockage suivant des données.,ip-filtering.md
> - Logout is timed (only in Shift Center accessible via _Plan > Shift Center_{:.breadcrumbs}),"> - La déconnexion est programmée (uniquement dans le Centre de planification, accessible via _Plan > Centre de planification_{:.breadcrumbs}).",ip-filtering.md
>,>,ip-filtering.md
"> To continue working with injixo, users will have to log in again.","> Pour continuer à travailler dans injixo, les utilisateurs devront se reconnecter.",ip-filtering.md
1. Go to _Account > Security_{:.breadcrumbs} and scroll to the **IP filtering** section.,1. Accédez à _Account > Sécurité_{:.breadcrumbs} et sélectionnez l’onglet **Filtrage IP**.,ip-filtering.md
"2. In the **IP address range** field(s), enter the IP address ranges in the [CIDR format](https://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing#:~:text=CIDR%20notation%20specifies%20an%20IP,bits). You can add up to three IP address ranges.","2. Dans les champs **Plage d’adresses IP**, saisissez les plages d’adresses IP au [format CIDR](https://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing#:~:text=CIDR%20notation%20specifies%20an%20IP,bits). Vous pouvez ajouter jusqu’à trois plages d’adresses IP.",ip-filtering.md
3. Click _Activate filtering_{:.doc-button}.,3. Cliquez sur _Activer le filtrage_{:.doc-button}.,ip-filtering.md
IP filtering only affects UI interactions. The optionally available Shift Center via direct URL is currently not affected by IP filtering.,"Le filtrage IP affecte uniquement les interactions avec l’interface utilisateur. Actuellement, le Centre de planification disponible par URL directe (facultatif) n’est pas affecté par le filtrage IP.",ip-filtering.md
## Edit the IP address ranges,## Modifier les plages d’adresses IP,ip-filtering.md
> Note,> Remarque,ip-filtering.md
>,>,ip-filtering.md
"> If you edit the IP address ranges, all users will be logged out when they next interact with injixo. To continue working with injixo, users will have to log in again.","> Si vous modifiez les plages d’adresses IP, tous les utilisateurs seront déconnectés lors de leur prochain accès à injixo. Pour continuer à travailler dans injixo, les utilisateurs devront se reconnecter.",ip-filtering.md
1. Go to _Account > Security_{:.breadcrumbs} and scroll to the **IP filtering** section.,1. Accédez à _Account > Sécurité_{:.breadcrumbs} et faites défiler jusqu'à la section **Filtrage IP**.,ip-filtering.md
2. Edit the IP address ranges.,2. Modifiez les plages d’adresses IP.,ip-filtering.md
3. Click _Save_{:.doc-button}.,3. Cliquez sur _Enregistrer_{:.doc-button}.,ip-filtering.md
## Deactivate IP filtering,## Désactiver le filtrage IP,ip-filtering.md
1. Go to _Account > Security_{:.breadcrumbs} and scroll to the **IP filtering** section.,1. Accédez à _Account > Sécurité_{:.breadcrumbs} et faites défiler jusqu'à la section **Filtrage IP**.,ip-filtering.md
2. Delete the IP address ranges.,2. Modifiez les plages d’adresses IP.,ip-filtering.md
3. Click _Deactivate filtering_{:.doc-button}.,3. Cliquez sur _Désactiver le filtrage_{:.doc-button}.,ip-filtering.md
"After deactivating IP filtering, users will be able to access injixo from any IP address.","Une fois le filtrage IP désactivé, les utilisateurs pourront accéder à injixo depuis n’importe quelle adresse IP.",ip-filtering.md
> Note,> Remarque,ip-filtering.md
>,>,ip-filtering.md
"> If you deactivate IP filtering, all users will be logged out. To continue working with injixo, users will have to log in again.","> Si vous désactivez le filtrage IP, tous les utilisateurs seront déconnectés. Pour continuer à travailler dans injixo, les utilisateurs devront se reconnecter.",ip-filtering.md
## Default user roles,## Rôles utilisateur standard,default-user-roles.md
"In each role category, injixo provides one default user role with pre-defined access rights. In injixo Advanced and Enterprise WFM, you can customize the default user roles and/or {% link_new add your own user roles | getting-started/configure-user-roles.md %}. Note: The Other role category does not have a default user role.","Dans chaque catégorie de rôle, injixo propose un rôle utilisateur standard avec des droits d’accès prédéfinis. Dans injixo Advanced et Enterprise WFM, vous pouvez personnaliser les rôles utilisateur standard et/ou {% link_new ajouter vos propres rôles utilisateur | getting-started/configure-user-roles.md %}. Remarque&nbsp;: la catégorie Autre n’a pas de rôle utilisateur standard.",default-user-roles.md
| **Role category**     | **Default access rights**                                                                                                                                                                    |,| **Catégorie de rôle**   | **Droits d'accès par défaut** |,default-user-roles.md
| --------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------- |,| ----------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,default-user-roles.md
"| Agent                 | Access to injixo Me, i.e., view shifts, request time off, bid on shifts, swap shifts.                                                                                                        |","| Employé                 | Accès à injixo Me pour visualiser les journées, demander des congés, participer à la génération de missions, échanger des journées. |",default-user-roles.md
"| Planner               | Full access to all functionalities relevant to forecasting, scheduling, intraday management, and configuration data.                                                                         |","| Planificateur           | Accès complet à toutes les fonctionnalités relatives aux prévisions, à la planification, à la gestion intrajournalière et aux données de configuration. |",default-user-roles.md
| Supervisor (basic)    | Read-only access to the Schedule level in {% link_new Schedules                                                                                                                              | features/scheduling/schedules/schedules-overview.md %} and {% link_new Shift Center | features/scheduling/shiftcenter/shift-center-overview.md %}. Access to {% link_new Exchange overview | features/scheduling/view-approve-shift-swap-requests.md %} and {% link_new Time Off | features/scheduling/time-off/vacation-absences-management.md %} to manage shift swaps and time-off requests. No access to configuration data. |,| Superviseur (basique)     | Accès en lecture seule de la catégorie **Planning** dans {% link_new Schedules | features/scheduling/schedules/schedules-overview.md %} et le {% link_new Centre de planification | features/scheduling/shiftcenter/shift-center-overview.md %}. Accès à {% link_new Gérer les échanges de plannings | features/scheduling/view-approve-shift-swap-requests.md %} et à {% link_new Congés/Absences | features/scheduling/time-off/vacation-absences-management.md %} pour gérer les échanges de journées et les demandes de congés. |,default-user-roles.md
"| Supervisor (advanced) | All functionalities of Supervisor (basic), full access to Shift Center and Schedules, permission to change schedules in intraday management, and full access to specific configuration data. |","| Superviseur (avancé)    | Toutes les fonctionnalités Superviseur (basique), accès complet au Centre de planification et aux plannings, autorisation de modifier les plannings dans la gestion en temps réel, et accès en lecture seule aux données de configuration. |",default-user-roles.md
| Trainer               | Access to Academy to facilitate training on injixo Me.                                                                                                                                       |,| Formateur               | Accès à Academy pour simplifier la formation à injixo Me. |,default-user-roles.md
"| Finance               | Access to user and billing information, as well as invoices for injixo services.                                                                                                             |","| Finance                 | Accès aux informations sur les utilisateurs et la facturation, ainsi qu’aux factures pour les services injixo. |",default-user-roles.md
"Note: The tables in this article list components and features for relevant default user roles. The green checkmark icon <i class=""fa fa-check"" style=""color:#1cb396""></i> indicates full (read and write) access. Because your WFM plan also determines available functionality, you may not have access to every item listed.","Pour accorder l’accès administrateur à un utilisateur, {% link_new modifiez un utilisateur | getting-started/manage-user-accounts.md %} et cochez la case **Donner le rôle Admin à l’utilisateur**. Il remplacera les rôles précédents et lui donnera un accès complet.",default-user-roles.md
## Access to components and features,"Remarque&nbsp;: les tableaux de cet article répertorient les composants et les fonctionnalités des rôles utilisateur standard pertinents. L’icône verte <i class=""fa fa-check"" style=""color:#1cb396""></i> indique un accès complet (lecture et écriture). Étant donné que votre offre WFM détermine également vos droits d'accès, il se peut que vous n’ayez pas accès à tous les éléments répertoriés.",default-user-roles.md
"Access the components in the main navigation and features with related functionalities under each menu item, both in bold below.",## Accès aux composants et aux fonctionnalités,default-user-roles.md
Note: injixo Classic contains all scheduling-related features under _Scheduling > SchedulePro_{:.breadcrumbs}. Refer to the [Access to features under WFM](#access-to-features-in-wfm) section for more injixo Classic features.,"Vous pouvez accéder aux composants du menu de navigation principale et aux fonctionnalités correspondantes sous chaque élément, indiqués ci-dessous en gras.",default-user-roles.md
"<div class=""table__wrapper table__with-subsections"" markdown=""1"">",Remarque&nbsp;: injixo Classic contient toutes les fonctionnalités liées à la planification dans _Planification > SchedulePro_{:.breadcrumbs}. Reportez-vous à la section [Accès aux fonctionnalités dans WFM](#accès-aux-fonctionnalités-dans-wfm) pour voir les autres fonctionnalités disponibles dans injixo Classic.,default-user-roles.md
|                                         |          Admin          |         Planner         |  Supervisor (advanced)  |   Supervisor (basic)    |,"<div class=""table__wrapper table__with-subsections"" markdown=""1"">",default-user-roles.md
| --------------------------------------- | :---------------------: | :---------------------: | :---------------------: | :---------------------: |,|                                         |          Admin          |         Planificateur         |  Superviseur (avancé)  |   Superviseur (basique)    |,default-user-roles.md
| **Forecast**                            |                         |                         |                         |                         |,| --------------------------------------- | :---------------------: | :---------------------: | :---------------------: | :---------------------: |,default-user-roles.md
"| **Forecast**                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |        Read only        |",| **Forecast**                            |                         |                         |                         |                         |,default-user-roles.md
| ------------------------------------    | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,"| **Forecast**                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |        Lecture seule        |",default-user-roles.md
| **Intraday**                            |                         |                         |                         |                         |,| ------------------------------------    | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,default-user-roles.md
"| **Real-Time Adherence**                 | <i class=""fa fa-check""> |        Read only        |        Read only        |        Read only        |",| **Intraday**                            |                         |                         |                         |                         |,default-user-roles.md
"| **Intraday Adherence**                  | <i class=""fa fa-check""> |        Read only        |        Read only        |        Read only        |","| **Adhérence en temps réel**                 | <i class=""fa fa-check""> |        Lecture seule        |        Lecture seule        |        Lecture seule        |",default-user-roles.md
| ------------------------------------    | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,"| **Adhérence intrajournalière**                  | <i class=""fa fa-check""> |        Lecture seule        |        Lecture seule        |        Lecture seule        |",default-user-roles.md
| **Plan**                                |                         |                         |                         |                         |,| ------------------------------------    | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,default-user-roles.md
"| **Schedules**                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |",| **Plan**                                |                         |                         |                         |                         |,default-user-roles.md
"| **Shift Center**                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |","| **Schedules**                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |",default-user-roles.md
"| **Scheduling Periods**                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| **Centre de planification**                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |",default-user-roles.md
"| Generate Shifts                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| **Périodes de planification**                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
"| Start Shift Lottery                     | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Générer les missions                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Assign Shifts                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Démarrer le tirage au sort                     | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Adjust Shift Generation                 | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Attribuer les missions                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| **Scheduling Actions**                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Paramètres de la Génération de missions                 | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Insert Shift Sequences                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| **Actions de planification**                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Create Optimized Schedule               | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Insérer des rotations d’horaires                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Job Optimization                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Optimiser le planning               | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Optimize Breaks                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Optimiser les activités                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Schedule Extra Activities               | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Optimiser les pauses                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Replace Activities                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Planifier les activités supplémentaires               | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Empty Levels                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Remplacer des activités                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Copy Level Content                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Supprimer le planning                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Approve shift swaps                     | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |        Read only        |","| Copier le planning                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| **Meetings**                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| Approuver les demandes d’échanges                     | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |        Lecture seule        |",default-user-roles.md
"| **Time Off**                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |","| **Meetings**                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
"| Time-Off Periods                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| **Congés/Absences**                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |",default-user-roles.md
"| Edit Entitlement                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| Périodes de congés                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
| **Configuration**                       |                         |                         |                         |                         |,"| Modifier les droits aux congés                        | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
"| Skills                                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |",| **Configuration**                       |                         |                         |                         |                         |,default-user-roles.md
| --------------------------------------- | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,"| Compétences                                  | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
| **Analyze**                             |                         |                         |                         |                         |,| --------------------------------------- | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,default-user-roles.md
"| **Dashboards**                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |",| **Analyze**                             |                         |                         |                         |                         |,default-user-roles.md
</div>,"| **Dashboards**                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |",default-user-roles.md
"## Access to account, user, and integration-related information",</div>,default-user-roles.md
Click _Account_{:.menu-item} in the main navigation to access the features below.,"## Accès aux informations concernant le compte, les utilisateurs et les intégrations",default-user-roles.md
"<div class=""table__wrapper table__with-subsections"" markdown=""1"">",Cliquez sur _Account_{:.menu-item} dans le menu de navigation principal pour accéder aux fonctionnalités ci-dessous.,default-user-roles.md
|                    |          Admin          |         Planner         |         Finance         |,"<div class=""table__wrapper table__with-subsections"" markdown=""1"">",default-user-roles.md
| ------------------ | :---------------------: | :---------------------: | :---------------------: |,|                    |          Admin          |         Planificateur         |         Finance         |,default-user-roles.md
| **Account**        |                         |                         |                         |,| ------------------ | :---------------------: | :---------------------: | :---------------------: |,default-user-roles.md
"| **User**           | <i class=""fa fa-check""> |                         |                         |",| **Account**        |                         |                         |                         |,default-user-roles.md
"| **User roles**     | <i class=""fa fa-check""> |                         |                         |","| **Utilisateur**           | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
| **Billing**        |                         |                         |                         |,"| **Rôles utilisateur**     | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Subscription       | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |",| **Facturation**        |                         |                         |                         |,default-user-roles.md
"| Invoices           | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |","| Abonnement       | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |",default-user-roles.md
"| Contacts           | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |","| Factures           | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |",default-user-roles.md
"| Details            | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |","| Contacts           | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |",default-user-roles.md
| **Administration** |                         |                         |                         |,"| Détails            | <i class=""fa fa-check""> |                         | <i class=""fa fa-check""> |",default-user-roles.md
"| Company Details    | <i class=""fa fa-check""> |                         |                         |",| **Administration** |                         |                         |                         |,default-user-roles.md
"| **Integrations**   | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| Informations compte    | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| **Security**       | <i class=""fa fa-check""> |                         |                         |","| **Intégrations**   | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
</div>,"| **Sécurité**       | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
## Access to features in WFM,</div>,default-user-roles.md
Click _WFM_{:.menu-item} in the main navigation to access the features below.,## Accès aux fonctionnalités dans WFM,default-user-roles.md
"Note: In injixo Advanced and Enterprise WFM, **Monitoring** and **Administration** are available. All other scheduling-related functionalities under _Scheduling > SchedulePro_{:.breadcrumbs} have been moved to _Plan > Schedules_{:.breadcrumbs} and _Plan > Time Off_{:.breadcrumbs}. Learn more in [Access to components and features](#access-to-components-and-features).",Cliquez sur _WFM_{:.menu-item} dans le menu de navigation principal pour accéder aux fonctionnalités ci-dessous.,default-user-roles.md
"<div class=""table__wrapper table__with-subsections"" markdown=""1"">","Remarque&nbsp;: dans injixo Advanced et Enterprise WFM, les menus **Supervision** et **Administration** sont disponibles. Toutes les autres fonctionnalités liées à la planification dans _Planification > SchedulePro_{:.breadcrumbs} ont été déplacées dans _Plan > Schedules_{:.breadcrumbs} et _Plan > Congés_{:.breadcrumbs}. En savoir plus dans la section [Accès aux composants et aux fonctionnalités](#accès-aux-composants-et-aux-fonctionnalités).",default-user-roles.md
|                                      |          Admin          |         Planner         |  Supervisor (advanced)  |   Supervisor (basic)    |,"<div class=""table__wrapper table__with-subsections"" markdown=""1"">",default-user-roles.md
| ------------------------------------ | :---------------------: | :---------------------: | :---------------------: | :---------------------: |,|                                      |          Admin          |         Planificateur         |  Superviseur (avancé)  |   Superviseur (basique)    |,default-user-roles.md
| **Scheduling**                       |                         |                         |                         |                         |,| ------------------------------------ | :---------------------: | :---------------------: | :---------------------: | :---------------------: |,default-user-roles.md
| **SchedulePro**                      |                         |                         |                         |                         |,| **Planification**                       |                         |                         |                         |                         |,default-user-roles.md
"| Shift Center                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |",| **SchedulePro**                        |                         |                         |                         |                         |,default-user-roles.md
"| Optimization                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Centre de planification                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |",default-user-roles.md
"| Planning Periods                     | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| Optimisation                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Meeting Planner                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Périodes de planification                     | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
"| Insert Shift Sequences               | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Planificateur de meetings                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Shift Requirement                    | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Insérer des rotations d’horaires               | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Exchange Overview                    | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |        Read only        |","| Besoin en missions                    | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
| **TimeManager**                      |                         |                         |                         |                         |,"| Gérer les échanges de planning                    | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |        Lecture seule        |",default-user-roles.md
"| Target Work Accounts                 | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",| **Gestion des temps**                        |                         |                         |                         |                         |,default-user-roles.md
"| Vacation Entitlement                 | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |","| Compte Temps dû                 | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
| ------------------------------------ | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,"| Droits aux congés                 | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |",default-user-roles.md
| **Monitoring**                       |                         |                         |                         |                         |,| ------------------------------------ | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,default-user-roles.md
"| Reports                              | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |",| **Supervision**                       |                         |                         |                         |                         |,default-user-roles.md
| ------------------------------------ | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,"| Rapports                              | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |",default-user-roles.md
| **Administration**                   |                         |                         |                         |                         |,| ------------------------------------ | ----------------------- | ----------------------- | ----------------------- | ----------------------- |,default-user-roles.md
| **Scheduling**                       |                         |                         |                         |                         |,| **Administration**                   |                         |                         |                         |                         |,default-user-roles.md
"| Skills                               | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |",| **Planification**                         |                         |                         |                         |                         |,default-user-roles.md
"| Activities                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| Activités                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
"| Day Models                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| Modèles horaires                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
"| Week Time Patterns                   | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| Modèles hebdomadaires                   | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
"| Work Time Pattern Models             | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| Modèles de planification             | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
"| Shift Sequences                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| Rotations d’horaires                      | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
"| Day Types                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Types de jours                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Planning Units                       | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| Unités opérationnelles                       | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
"| Planning Calendar                    | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Calendriers de planification                    | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Selections                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| Groupes                           | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
"| Contracts                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| Contrats                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
"| Employees                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Read only        |                         |","| Employés                            | <i class=""fa fa-check""> | <i class=""fa fa-check""> |        Lecture seule        |                         |",default-user-roles.md
| **Forecasting**                      |                         |                         |                         |                         |,| **Prévision**                      |                         |                         |                         |                         |,default-user-roles.md
"| Event Types                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |","| Types d’événements                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |                         |",default-user-roles.md
"| Queues                               | <i class=""fa fa-check""> |        Read only        |                         |                         |","| File d’attente                               | <i class=""fa fa-check""> |        Lecture seule        |                         |                         |",default-user-roles.md
| **System**                           |                         |                         |                         |                         |,| **Système**                           |                         |                         |                         |                         |,default-user-roles.md
"| Scheduling Rules                     | <i class=""fa fa-check""> |        Read only        |                         |                         |","| Règles de planification                     | <i class=""fa fa-check""> |        Lecture seule        |                         |                         |",default-user-roles.md
"| Settings                             | <i class=""fa fa-check""> |                         |                         |                         |","| Paramètres                             | <i class=""fa fa-check""> |                         |                         |                         |",default-user-roles.md
"| External Systems                     | <i class=""fa fa-check""> |                         |                         |                         |","| Systèmes externes                     | <i class=""fa fa-check""> |                         |                         |                         |",default-user-roles.md
"| Role Authorization                   | <i class=""fa fa-check""> |                         |                         |                         |","| Droits d’accès des rôles d’utilisateurs                   | <i class=""fa fa-check""> |                         |                         |                         |",default-user-roles.md
"| User Authorization                   | <i class=""fa fa-check""> |                         |                         |                         |","| Droits d’accès                   | <i class=""fa fa-check""> |                         |                         |                         |",default-user-roles.md
"| JobProcessor                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |","| JobProcessor                         | <i class=""fa fa-check""> | <i class=""fa fa-check""> | <i class=""fa fa-check""> |                         |",default-user-roles.md
</div>,</div>,default-user-roles.md
## Access to injixo Me,## Accès à injixo Me,default-user-roles.md
"Users with the Agent role can click _Me_{:.menu-item} in the main navigation to see their calendar, request time off and swap shifts. Only **My Calendar** is accessible by default.","Les utilisateurs ayant le rôle agent peuvent cliquer sur _Me_{:.menu-item} dans la navigation principale pour voir leur calendrier, demander des congés et échanger des journées. Seul **Mon calendrier** est accessible par défaut.",default-user-roles.md
