en,it,article
You can also {% link_new switch between graph and table view | features/monitoring/dashboards/work-with-charts.md | #navigate-charts %} with the Show table icon {% icon table-list | icon-only %} and Show chart icon {% icon chart-view | icon-only %} at the top right of the view.,Puoi anche {% link_new passare dalla visualizzazione dei grafici a quella delle tabelle e viceversa | features/monitoring/dashboards/work-with-charts.md | #orientarsi-tra-i-grafici %} con l'icona Mostra tabella {% icon table-list | icon-only %} e l'icona Mostra grafico {% icon chart-view | icon-only %} in alto a destra della schermata.,manage-dashboards.md
## Create dashboards,## Creare un pannello di controllo,manage-dashboards.md
1. Go to _Analyze > Dashboards_{:.breadcrumbs}.,1. Vai su _Analyze > Dashboards_{:.breadcrumbs}.,manage-dashboards.md
"2. From the {% icon ellipsis_v %} on the right, select **Create New Dashboard**.",2. Dal {% icon ellipsis_v %} a destra seleziona **Crea nuova dashboard**.,manage-dashboards.md
3. Configure the following fields:,3. Configura i campi seguenti:,manage-dashboards.md
  - **Name**: Unique name for your dashboard.,  - **Nome**: nome unico per il pannello di controllo.,manage-dashboards.md
  - **Layout**: Select the number and layout of your charts.,  - **Layout**: seleziona il numero e il formato dei grafici.,manage-dashboards.md
  - **Untitled Chart**: Name for each chart. The names do not have to be unique.,  - **Grafico senza titolo**: nome per ogni grafico. I nomi non devono essere unici.,manage-dashboards.md
4. Select a **date range** for each chart.,4. Seleziona un **intervallo di date** per ogni grafico.,manage-dashboards.md
5. (Optional) Activate the **Use Rolling Dates** option to shift the start date by one day every day.,5. (Facoltativo) Attiva l'opzione **Usa le date disponibili** per spostare la data di inizio di un giorno ogni giorno.,manage-dashboards.md
"6. From the tree view on the left, drag and drop time series into the charts to visualize different key figures:",6. Dai menu espandibili a sinistra trascina le serie temporali nei grafici per visualizzare diversi dati chiave:,manage-dashboards.md
"   - **Workloads**: History, Forecast, Import, and {% link_new forecast versions | features/forecast/injixo-forecast/save-forecast-versions.md %}.","   - **Workload**: dati storici, previsioni, previsioni importate, e {% link_new versioni della previsione | features/forecast/injixo-forecast/save-forecast-versions.md %}.",manage-dashboards.md
"   - **Planning units**: Staffing, staff requirements, and coverage for scheduled shifts and activities, plus shifts requested in Me.","   - **Unità di pianificazione**: copertura del personale, fabbisogno di personale e copertura per turni e attività pianificati, oltre ai turni richiesti in Me.",manage-dashboards.md
"   - **WFM Queues**: Workload data in WFM queues that you saved by clicking _Use forecast_{:.doc-button} in the workload page. The option may not be available, depending on your WFM plan.",   - **Code WFM**: i dati dei workload in code WFM che hai salvato cliccando su _Utilizza previsione_{:.doc-button} nella pagina del workload. Quest’opzione potrebbe non essere disponibile nel tuo piano WFM.,manage-dashboards.md
      > Note,      > Nota,manage-dashboards.md
      >,      >,manage-dashboards.md
      > - The {% icon circle_exclamation %} in the legend of a chart is displayed if you have no data for a period.,      > - L’ {% icon circle_exclamation %} nella legenda di un grafico viene visualizzata se per un dato periodo non sono disponibili dati.,manage-dashboards.md
"      > - In workloads, you may see special key figures depending on your integration, e.g. if your workloads only contain queues from a [Genesys Cloud integration](/add-genesys-cloud-integration/), you will see information related to abandoned calls, average speed of answer, and calls answered within service level.","      > - Nei workload potresti vedere dei dati chiave speciali, a seconda della tua integrazione: per esempio se i tuoi workload contengono solo code da un'[integrazione Genesys Cloud](/add-genesys-cloud-integration/), vedrai informazioni relative alle chiamate abbandonate, alla velocità media di risposta e alle chiamate a cui è stata data risposta entro il livello di servizio.",manage-dashboards.md
"7. Click _Save_{:.doc-button}.<br>To return to the view mode, click _Close Edit mode_{:.doc-button}.","7. Clicca su _Salva_{:.doc-button}.<br>Per tornare alla modalità di visualizzazione, clicca su _Chiudi la modalità Modifica_{:.doc-button}.",manage-dashboards.md
### Duplicate a dashboard,### Duplicare un pannello di controllo,manage-dashboards.md
"To create a new dashboard with the same general properties as an existing dashboard, follow these steps:","Per creare un nuovo pannello di controllo con le stesse proprietà generali di un pannello di controllo esistente, segui questi passaggi:",manage-dashboards.md
1. Go to _Analyze > Dashboards_{:.breadcrumbs}.,1. Vai su _Analyze > Dashboards_{:.breadcrumbs}.,manage-dashboards.md
"2. From the drop-down menu, select a dashboard.",2. Dal menu a tendina seleziona un pannello di controllo.,manage-dashboards.md
"3. From the {% icon ellipsis_v %}, select **Duplicate Dashboard**.",3. Dal {% icon ellipsis_v %} seleziona **Duplica dashboard**.,manage-dashboards.md
"4. Edit the name and configuration details, if needed.","4. Se necessario, modifica il nome e i dati di configurazione.",manage-dashboards.md
5. Click _Save_{:.doc-button}.,5. Clicca su _Salva_{:.doc-button}.,manage-dashboards.md
### Auto-refresh dashboards,### Aggiornare automaticamente un pannello di controllo,manage-dashboards.md
"You can automatically refresh the selected dashboard. To do so, select an interval from the drop-down menu on the right and click _{% icon arrows-rotate | icon-only %} Auto-Refresh_{:.doc-button}.<br>In the lower left of the page, you can see when the dashboard was last updated.","È possibile aggiornare automaticamente il pannello di controllo selezionato. Per farlo, seleziona un intervallo dal menu a tendina a destra e clicca sull' _{% icon arrows-rotate | icon-only %} Aggiorna automaticamente_{:.doc-button}.<br>In basso a sinistra nella pagina puoi vedere l'ultimo aggiornamento del pannello di controllo.",manage-dashboards.md
## Edit dashboards,## Modificare un pannello di controllo,manage-dashboards.md
1. Go to _Analyze > Dashboards_{:.breadcrumbs}.,1. Vai su _Analyze > Dashboards_{:.breadcrumbs}.,manage-dashboards.md
"2. From the drop-down menu, select a dashboard.",2. Dal menu a tendina seleziona un pannello di controllo.,manage-dashboards.md
"3. From the {% icon ellipsis_v %} on the right, select **Edit**.",3. Dal {% icon ellipsis_v %} a destra seleziona **Modifica**.,manage-dashboards.md
"4. Edit the dashboard, {% link_new customize time series | features/monitoring/dashboards/work-with-charts.md | #customize-time-series %} or {% link_new delete | features/monitoring/dashboards/work-with-charts.md | #delete-time-series %} them.","4. Modifica il pannello di controllo, {% link_new personalizza le serie temporali | features/monitoring/dashboards/work-with-charts.md | #personalizzare-le-serie-temporali %} oppure {% link_new eliminale | features/monitoring/dashboards/work-with-charts.md | #eliminare-le-serie-temporali %}.",manage-dashboards.md
"5. Click _Save_{:.doc-button}. To return to the view mode, click _Close Edit mode_{:.doc-button}.","5. Clicca su _Salva_{:.doc-button}. Per tornare alla modalità di visualizzazione, clicca su _Chiudi la modalità Modifica_{:.doc-button}.",manage-dashboards.md
## Delete dashboards,## Eliminare un pannello di controllo,manage-dashboards.md
1. Go to _Analyze > Dashboards_{:.breadcrumbs}.,1. Vai su _Analyze > Dashboards_{:.breadcrumbs}.,manage-dashboards.md
"2. From the drop-down menu, select a dashboard.",2. Dal menu a tendina seleziona un pannello di controllo.,manage-dashboards.md
"3. From the {% icon ellipsis_v %} on the right, select **Edit**.",3. Dal {% icon ellipsis_v %} a destra seleziona **Modifica**.,manage-dashboards.md
4. Click _Delete_{:.doc-button} at the bottom right.,4. Clicca su _Elimina_{:.doc-button} in basso a destra.,manage-dashboards.md
"5. In the confirmation window, click _Delete Dashboard_{:.doc-button}.<br> To cancel the deletion, click _Keep Dashboard_{:.doc-button}.","5. Nella finestra di conferma, clicca su _Elimina dashboard_{:.doc-button}.<br> Per annullare l’eliminazione, clicca su _Mantieni dashboard_{:.doc-button}.",manage-dashboards.md
"If you delete the last remaining dashboard, the page shows the edit mode until you [create a new dashboard](#create-dashboards).","Se elimini l’ultimo pannello di controllo esistente, la pagina mostrerà la modalità di modifica finché non [crei un nuovo pannello di controllo](#creare-un-pannello-di-controllo).",manage-dashboards.md
Calculate a forecast,Calcolare una previsione,calculate-a-forecast.md
Follow the basic steps required to create a forecast.,Segui i passaggi necessari per generare una previsione,calculate-a-forecast.md
"This article lists the steps necessary to create your first {% link_new forecast | features/forecast/injixo-forecast/what-is-the-injixo-forecast.md %}. Based on historical data, the forecast calculates the number of employees needed to handle the incoming volumes for an activity in a planning unit.","Questo articolo elenca i passaggi necessari per creare la prima {% link_new previsione | features/forecast/injixo-forecast/what-is-the-injixo-forecast.md %}. Sulla base dei dati storici, la previsione calcolerà il numero di dipendenti necessari per gestire i volumi in entrata per una specifica attività in un’unità di pianificazione.",calculate-a-forecast.md
"This article provides an overview of the procedure of creating a forecast. To learn more about the details of each step, follow the links in this article.","Questo articolo fornisce una panoramica della procedura di creazione di una previsione. Per avere più informazioni, segui i link inclusi nell’articolo.",calculate-a-forecast.md
Use this article as a checklist to support your onboarding. Contact your consultant if you have any questions.,"Utilizza questo articolo come elenco dei passaggi necessari per aiutarti durante l’onboarding. In caso di dubbi, contatta il tuo consulente.",calculate-a-forecast.md
## Prerequisite,## Prerequisito,calculate-a-forecast.md
"Before you create a schedule, make sure you have correctly {% link_new set up your base configuration | getting-started/set-up-base-configuration.md %}.","Prima di creare una pianificazione, assicurati di avere {% link_new impostato correttamente la configurazione di base | getting-started/set-up-base-configuration.md %}.",calculate-a-forecast.md
## 1. Set up an integration,## 1\. Impostare un’integrazione,calculate-a-forecast.md
"Under _Account > Integrations_{:.breadcrumbs}, set up an {% link_new integration | features/acd-integration/cloud/how-integrations-work.md %} with your external system to upload historical data. The integration will upload data to injixo and create queues.","In _Account > Integrazioni_{:.breadcrumbs}, imposta un’{% link_new integrazione | features/acd-integration/cloud/how-integrations-work.md %} con il tuo sistema esterno per importare i dati storici. L’integrazione importerà i dati in injixo e creerà delle code.",calculate-a-forecast.md
## 2. Set up a workload,## 2\. Impostare un workload,calculate-a-forecast.md
"Under _Forecast_{:.breadcrumbs}, create {% link_new a workload from the queues created by your integration | features/forecast/injixo-forecast/create-workloads.md %}. A forecast will be generated within minutes.","In _Forecast_{:.breadcrumbs}, crea un {% link_new workload dalle code create dall’integrazione | features/forecast/injixo-forecast/create-workloads.md %}. Nel giro di pochi minuti verrà generata una previsione.",calculate-a-forecast.md
"Note: To {% link_new import external forecasts | features/forecast/injixo-forecast/import-forecast.md %} you must select at least one queue. If no queue is present, you must upload at least one data point using a {% link_new CSV integration | features/acd-integration/cloud/add-csv-integration.md %}.","Nota: per {% link_new importare previsioni esterne | features/forecast/injixo-forecast/import-forecast.md %} è necessario selezionare almeno una coda. Se non ci sono code, è necessario caricare almeno un punto dati utilizzando un’{% link_new integrazione CSV | features/acd-integration/cloud/add-csv-integration.md %}.",calculate-a-forecast.md
## 3. Create and add events,## 3\. Creare e aggiungere eventi,calculate-a-forecast.md
Create all {% link_new events | features/forecast/injixo-forecast/events-and-holidays.md %} that might influence your forecast calculation. Add the created events to the history and forecast within your workload(s) to improve the calculation result.,Crea tutti gli {% link_new eventi | features/forecast/injixo-forecast/events-and-holidays.md %} che possono influire sul calcolo della previsione. Aggiungi gli eventi creati allo storico dati e alla previsione all’interno dei workload per rendere il calcolo più accurato.,calculate-a-forecast.md
## 4. Save a forecast version,## 4\. Salvare una versione della previsione,calculate-a-forecast.md
"A {% link_new forecast version | features/forecast/injixo-forecast/save-forecast-versions.md %} is a snapshot of the current calculation result. Save the forecast version for later review or to compare your forecast with the volume on the actual day, e.g. in {% link_new Dashboards | features/monitoring/dashboards/manage-dashboards.md %}.","Una {% link_new versione della previsione | features/forecast/injixo-forecast/save-forecast-versions.md %} è un’istantanea del calcolo attuale. Salva la versione della previsione per rivederla in seguito, oppure per confrontare la previsione con il volume effettivo del giorno in questione, per esempio, in {% link_new Dashboards | features/monitoring/dashboards/manage-dashboards.md %}.",calculate-a-forecast.md
## 5. Calculate staff requirements,## 5\. Calcolare il fabbisogno di personale,calculate-a-forecast.md
"To create optimized schedules or run the job optimization, you must first {% link_new calculate the staff requirements | features/forecast/injixo-forecast/calculate-staff-requirements.md %} for the corresponding activities within your workloads.","Per creare pianificazioni ottimizzate o per lanciare l’ottimizzazione delle mansioni, è necessario prima {% link_new calcolare il fabbisogno di personale | features/forecast/injixo-forecast/calculate-staff-requirements.md %} per le attività corrispondenti all’interno dei workload.",calculate-a-forecast.md
## What's next?,## E adesso?,calculate-a-forecast.md
You've done it! You are now ready to {% link_new create your first schedule | getting-started/create-a-schedule.md %} based on your forecast and staff requirements.,Ce l’hai fatta! Adesso è tutto pronto per {% link_new creare la prima pianificazione | getting-started/create-a-schedule.md %} basata sulla previsione e sul fabbisogno di personale.,calculate-a-forecast.md
Single sign-on (SSO),Autenticazione unica (SSO),single-sign-on.md
Learn how to set up and use SSO in injixo.,Scopri come configurare e utilizzare l’SSO in injixo.,single-sign-on.md
"SSO is an authentication mechanism that allows users to log in to multiple applications and websites with just one set of credentials. A trust relationship is set up between a central identity management service (identity provider/IdP) and an application (service provider/SP), in this case injixo.","L’autenticazione unica, single-sign on o SSO, è un sistema di autenticazione che permette agli utenti di accedere a diverse applicazioni e siti web utilizzando un solo set di credenziali. Viene stabilito un rapporto di fiducia tra un servizio centrale di gestione delle identità (provider di identità,<i> </i>o IdP), e un’applicazione (provider di servizi, o SP), che in questo caso è injixo.",single-sign-on.md
"The IdP is a third-party product, such as OneLogin, Microsoft Azure AD, Okta, or Google. Using SSO means that your organization will benefit from aligned security policies, such as two-factor authentication and password rotation. Users authenticate against the IdP that redirects to injixo.","Il provider di identità è un prodotto di terze parti, come per esempio OneLogin, Microsoft Azure AD, Okta o Google. Utilizzando l’SSO, la tua organizzazione può beneficiare di politiche di sicurezza allineate, come l'autenticazione a due fattori e la rotazione delle password. Gli utenti si autenticano presso il provider di identità, che reindirizza a injixo.",single-sign-on.md
"The IdP setup has been tested with the above IdPs. If you cannot integrate your specific IdP, contact us.","La configurazione dell'IdP è stata testata con i provider di identità sopra elencati. Se non riesci a integrare il tuo IdP, contattaci.",single-sign-on.md
## Requirements,## Requisiti,single-sign-on.md
The following requirements must be met in order to integrate injixo into the IdP of choice:,I requisiti qui di seguito devono essere soddisfatti per poter integrare injixo nell’IdP:,single-sign-on.md
- SAML 2.0 protocol support,- supporto al protocollo SAML 2.0;,single-sign-on.md
- Federation metadata URL access via web,- accesso via web all’URL di metadati di federazione;,single-sign-on.md
- The email address registered in injixo and your IdP must be connected to a mailbox,- l’indirizzo email registrato in injixo e il tuo IdP devono essere collegati a una casella di posta.,single-sign-on.md
"> To improve security, activate encrypted assertions/token encryption (strongly recommended).","> Per una maggiore sicurezza, attiva le asserzioni crittografate/la crittografia token.",single-sign-on.md
## Activate SSO for your account,## Attivare l’SSO per il tuo account,single-sign-on.md
Only users with admin access can activate SSO.,Soltanto gli utenti con accesso amministratore possono attivare l’SSO.,single-sign-on.md
1. Register injixo as a new SAML or SSO application in your IdP.,1. Registra injixo come nuova applicazione SAML o SSO nel tuo provider di identità.,single-sign-on.md
   You can download [this injixo logo](/assets/img/common/injixo-logo.png) to add it to the web application page.,   Puoi scaricare [questo logo injixo](/assets/img/common/injixo-logo.png) e aggiungerlo alla pagina delle applicazioni web.,single-sign-on.md
"2. In injixo, go to _Account > Security_{:.breadcrumbs} and configure SSO under **Single Sign-On**.","2. In injixo, vai su _Account > Sicurezza_{:.breadcrumbs} e configura l’SSO in **Single Sign-On**.",single-sign-on.md
"3. In the **injixo SAML Metadata** section you have two options, depending on whether your IdP supports file uploads:","3. Nella sezione **Metadati SAML injixo** hai due opzioni, che dipendono dalla capacità del tuo IdP di supportare il caricamento di file.",single-sign-on.md
   - File uploads supported: Click _{% icon download | icon-only %} Download_{:.doc-button} and complete the IdP configuration with the downloaded XML file.,   - Caricamento di file supportato: clicca su _{% icon download | icon-only %} Scarica_{:.doc-button} e completa la configurazione dell’IdP con il file XML scaricato.,single-sign-on.md
   - File uploads not supported: Click **Service Provider details** and add the displayed URLs to your IdP configuration.,   - Caricamento di file non supportato: clicca su **Dettagli del provider di servizi** e aggiungi gli URL mostrati alla configurazione dell’IdP.,single-sign-on.md
"4. (Optional) If you use encrypted SAML assertions, click _{% icon download | icon-only %} Download_{:.doc-button} in the **Token Encryption** section. Add the downloaded certificates to your IdP configuration.","4. (Facoltativo) Se utilizzi asserzioni SAML crittografate, clicca su _{% icon download | icon-only %} Scarica_{:.doc-button} nella sezione **Crittografia token**. Aggiungi i certificati scaricati alla configurazione dell’IdP.",single-sign-on.md
"5. Depending on whether your IdP provides an URL for federation metadata, finish the configuration as follows:","5. In base al fatto che il tuo IdP fornisca o meno un URL con i metadati di federazione, completa la configurazione come esposto di seguito:",single-sign-on.md
   - IdP provides federation metadata URL: Copy your federation metadata URL for the registered application from your IdP. Paste the URL into the **Federation Metadata URL** field in the **Identity Provider** section.,   - L’IdP fornisce l’URL con i metadati di federazione: copia dal tuo IdP l’URL con i metadati di federazione per l’applicazione registrata. Incolla l’URL nel campo **URL metadati di federazione** nella sezione **Identity Provider**.,single-sign-on.md
"   - IdP does not provide federation metadata URL: Download the Federation Metadata XML file and host it yourself. As an example, learn how to set up your own custom [SAML application with Google](https://support.google.com/a/answer/6087519?hl=en).","   - L’IdP non fornisce l’URL con i metadati di federazione: scarica il file XML con i metadati di federazione. Per esempio, scopri come configurare un’[applicazione SAML personalizzata con Google](https://support.google.com/a/answer/6087519?hl=it&sjid=3388768136264341184-EU).",single-sign-on.md
6. Click _Save configuration_{:.doc-button}.,6. Clicca su _Salvare configurazione_{:.doc-button}.,single-sign-on.md
   > SSO is now active,   > L’SSO è stato attivato.,single-sign-on.md
   >,   >,single-sign-on.md
"   > Users can still log in with their username and password. To deactivate SSO again, click _Disable_{:.doc-button}.","   > Gli utenti possono ancora fare il login con il nome utente e la password. Per disattivare di nuovo l’SSO, clicca su _Disattiva_{:.doc-button}.",single-sign-on.md
"   > For a higher level of security, [enforce SSO for all users](#enforce-sso-for-all-users) after testing the configuration in the next step.","   > Per una maggiore sicurezza, [imponi l’SSO a tutti gli utenti](#imporre-lsso-a-tutti-gli-utenti) dopo aver testato la configurazione come illustrato nel passaggio successivo.",single-sign-on.md
## Test the SSO configuration,## Testare la configurazione del sistema SSO,single-sign-on.md
"Click _Test configuration_{:.doc-button} to test the login through the IdP. The IdP generates a SAML response that is sent to injixo. You are redirected to your IdP's login page, where you enter the IdP credentials. If the IdP configuration is correct and the authentication process is successful, you will be logged in to injixo.","Clicca su _Testa la configurazione_{:.doc-button} per testare il login tramite IdP. L'IdP genera una risposta SAML che viene inviata a injixo. Verrai reindirizzato alla pagina di login del tuo IdP, dove inserirai le credenziali dell'IdP. Se la configurazione dell'IdP è corretta e il procedimento di autenticazione va a buon fine, accederai a injixo.",single-sign-on.md
"{{ 4 | image: 'Successfully testing the SSO configuration for the current user', '80%' }}","{{ 4 | image: 'Test della configurazione SSO completato correttamente per l’utente attuale', '80%' }}",single-sign-on.md
### Test failed? Configure the SAML response,### Il test non è andato a buon fine? Configura la risposta SAML,single-sign-on.md
"The SAML response from the IdP contains the authenticated user's assertion with attributes and profile information. If the process was not successful and you see an error message, check the application configuration, the user configuration, and the Recipient, InResponseTo, NotBefore, and NotOnOrAfter attributes set in the IdP.","La risposta SAML dall'IdP contiene l'asserzione dell'utente autenticato con attributi e informazioni del profilo. Se il procedimento non va a buon fine, e compare un messaggio di errore, controlla la configurazione dell’applicazione, la configurazione dell’utente, e gli attributi Recipient, InResponseTo, NotBefore, and NotOnOrAfter impostati nell’IdP.",single-sign-on.md
"You can debug the SubjectConfirmation XML element in the SAML response in your browser's dev tools or in external SAML tools. To see the unencrypted response in plain text, deactivate encrypted assertions.","Puoi fare il debug dell'elemento XML SubjectConfirmation nella risposta SAML con gli strumenti per sviluppatori web del tuo browser o con strumenti SAML esterni. Per vedere la risposta non crittografata come testo semplice, disattiva le asserzioni crittografate.",single-sign-on.md
Example for the SubjectConfirmation XML element in a SAML response:,Esempio di elemento XML SubjectConfirmation in una risposta SAML:,single-sign-on.md
```,```,single-sign-on.md
<saml:Subject>,<saml:Subject>,single-sign-on.md
"    <saml:NameID Format=""urn:oasis:names:tc:SAML:1.1:nameid-format:emailAddress"">email@company.org</saml:NameID>","    <saml:NameID Format=""urn:oasis:names:tc:SAML:1.1:nameid-format:emailAddress"">email@company.org</saml:NameID>",single-sign-on.md
"    <saml:SubjectConfirmation Method=""urn:oasis:names:tc:SAML:2.0:cm:bearer"">","    <saml:SubjectConfirmation Method=""urn:oasis:names:tc:SAML:2.0:cm:bearer"">",single-sign-on.md
"        <saml:SubjectConfirmationData NotOnOrAfter=""2022-08-11T08:25:25Z""","        <saml:SubjectConfirmationData NotOnOrAfter=""2022-08-11T08:25:25Z""",single-sign-on.md
"            Recipient=""https://www.injixo.com/sso/saml/acs""","            Recipient=""https://www.injixo.com/sso/saml/acs""",single-sign-on.md
"            InResponseTo=""_abcdefgh-0444-4567-abcd-abcdabcdabcd""","            InResponseTo=""_abcdefgh-0444-4567-abcd-abcdabcdabcd""",single-sign-on.md
    />,    />,single-sign-on.md
    </saml:SubjectConfirmation>,    </saml:SubjectConfirmation>,single-sign-on.md
</saml:Subject>,</saml:Subject>,single-sign-on.md
```,```,single-sign-on.md
## Enforce SSO for all users,## Imporre l’SSO a tutti gli utenti,single-sign-on.md
"To test whether the configuration has been successful, you can deactivate all logins with username and password by enforcing SSO for all users. However, you need to make sure that:","Per verificare se la configurazione è andata a buon fine, puoi disattivare il login con username e password imponendo l’SSO a tutti gli utenti. Prima di procedere, assicurati che:",single-sign-on.md
- all injixo users exist in the IdP and in injixo.,- tutti gli utenti injixo siano presenti sia nell’IdP che in injixo;,single-sign-on.md
- the injixo email matches the appropriate IdP identifier.,- l’email injixo corrisponda all’identificatore IdP appropriato;,single-sign-on.md
- all injixo users are assigned to the IdP injixo SSO application.,- tutti gli utenti injixo siano assegnati all’applicazione SSO di injixo nell’IdP.,single-sign-on.md
"Once SSO is enforced, it is no longer possible to:","Dopo che l’SSO è stato imposto a tutti gli utenti, non sarà più possibile:",single-sign-on.md
- login using username and password (all existing passwords will be invalidated).,- accedere con username e password (tutte le password esistenti verranno disattivate);,single-sign-on.md
- reset passwords inside injixo (neither by user nor by admin).,"- resettare le password in injixo (né da parte degli utenti, né da parte degli amministratori);",single-sign-on.md
- manage access to injixo outside the IdP.,- gestire l’accesso a injixo al di fuori dell’IdP.,single-sign-on.md
Enforce SSO in the **3. Enforcement** section. The button _Enforce_{:.doc-button} is selectable after you have tested your SSO configuration successfully.,Rendi l’SSO obbligatorio per tutti gli utenti nella sezione **3\. Rafforzamento**. Il tasto _Rafforza_{:.doc-button} diventa selezionabile solo dopo che il test della configurazione è andato a buon fine.,single-sign-on.md
"{{ 5 | image: 'Button to enforce SSO for all users', '80%' }}","{{ 5 | image: 'Tasto per l’imposizione dell’SSO a tutti gli utenti', '80%' }}",single-sign-on.md
## Change email addresses when SSO is enforced,## Cambiare l’indirizzo email dopo l’imposizione dell’SSO,single-sign-on.md
"When you enforce SSO, users cannot change their email addresses themselves because the injixo email address needs to match the appropriate IdP identifier.","In seguito all’imposizione dell’SSO, gli utenti non possono modificare da soli il loro indirizzo email perché quest’ultimo deve corrispondere all’identificatore dell’IdP.",single-sign-on.md
Only admin users can change email addresses in injixo.,Soltanto gli utenti con accesso amministratore potranno modificare gli indirizzi email in injixo.,single-sign-on.md
## Log in using SSO,## Fare il login utilizzando l’SSO,single-sign-on.md
"When SSO is set up, your users can log in via [https://www.injixo.com/login/sso](https://www.injixo.com/login/sso). They need to enter their email address and are redirected to the IdP's login screen. If users are already logged in, they will be automatically redirected back to injixo. Otherwise, they need to enter the IdP password.","Dopo che l’SSO è stato attivato, gli utenti possono accedere da [https://www.injixo.com/login/sso](https://www.injixo.com/login/sso). Dovranno inserire il loro indirizzo email e verranno rediretti alla schermata di login del provider di identità. Se gli utenti hanno già fatto il login, saranno rediretti automaticamente su injixo. Altrimenti, dovranno inserire la password dell’IdP.",single-sign-on.md
## Revoke access to injixo,## Revocare l’accesso a injixo,single-sign-on.md
"To revoke a user's access to injixo via SSO, you must delete the injixo user assignment in the IdP. Note: If the user still exists in injixo, they will still be billed. To avoid costs, you must also {% link_new deactivate or remove the user | features/administration/deactivate-employees.md %}.","Per revocare l’accesso di un utente a injixo tramite SSO, devi eliminare l’assegnazione dell’utente injixo nell’IdP. Attenzione: se l’utente è ancora presente in injixo, verrà incluso nella fatturazione. Per evitare costi inaspettati, è necessario anche {% link_new disattivare o rimuovere l’utente | features/administration/deactivate-employees.md %}.",single-sign-on.md
## Deactivate SSO,## Disattivare l’SSO,single-sign-on.md
"To deactivate SSO and allow logins with username and password again, users with admin access can deactivate SSO. This will delete the IdP connection and all entered configuration details. After SSO has been deactivated, all active users receive an email to set a new injixo password. Afterwards, logging in with user name and password via [https://www.injixo.com/login](https://www.injixo.com/login) is possible again.","Per disattivare l’SSO e permettere di nuovo il login con username e password, gli utenti con accesso amministratore devono disattivare l’SSO. Questa azione eliminerà il collegamento con l’IdP e tutti i dettagli di configurazione inseriti. Dopo che l’SSO è stato disattivato, tutti gli utenti attivi ricevono un’email che li invita a impostare una nuova password per injixo. In seguito, sarà di nuovo possibile fare il login con username e password su [https://www.injixo.com/login](https://www.injixo.com/login).",single-sign-on.md
## Use SSO on multiple tenants,## Utilizzare l’SSO su diversi tenant,single-sign-on.md
"If your organization has multiple injixo tenants, and you want some or all of your users to access more than one tenant, add a User Principal Name (UPN) for each person. Their email address and password is different for each injixo tenant. The person's UPN is the same across tenants. The person's UPN is configured in your IdP. The UPN is the identifier injixo uses to authenticate the user against their IdP. The format of the UPN, e.g. email address, depends on your IdP and setup.","Se la tua organizzazione ha diversi tenant injixo, e vuoi che alcuni dei tuoi utenti, o tutti, abbiano accesso a più di un tenant, aggiungi un nome principale dell'utente (UPN o User Principal Name, in inglese) per ogni dipendente interessato. L'indirizzo email e la password sono diversi per ogni tenant injixo, mentre l'UPN del dipendente è lo stesso per tutti i tenant. L'UPN del dipendente si configura nell'IdP. L'UPN è l'identificatore che injixo usa per autenticare l'utente presso il suo IdP. Il formato dell'UPN, per esempio, indirizzo email, dipende dal tuo IdP e dalla configurazione.",single-sign-on.md
"To add a UPN to a person, proceed as follows:","Per aggiungere un UPN a un dipendente, procedi come di seguito:",single-sign-on.md
1. Go to _People_{:.breadcrumbs}.,1. Vai su _People_{:.breadcrumbs}.,single-sign-on.md
2. Click the person who needs to have access to multiple tenants.,2. Clicca sul dipendente che deve avere accesso a diversi tenant.,single-sign-on.md
"3. In the People details view, click **Account** in the top right.","3. Nel pannello con i dettagli del dipendente, clicca su **Account** in alto a destra.",single-sign-on.md
"4. In the **User principal name** field, enter a user principal name for the person.",4. Nel campo **Nome principale dell'utente (UPN)** inserisci un UPN per il dipendente.,single-sign-on.md
5. Click _Save_{:.doc-button}.,5. Clicca su _Salva_{:.doc-button}.,single-sign-on.md
"The user's injixo email address, and not their UPN, is used for all email verification processes and for notifications or reports. The email address must be unique for each tenant. You can use [plus addressing](https://en.wikipedia.org/wiki/Email_address#Sub-addressing).","Per tutti i procedimenti di verifica dell'indirizzo email e per l'invio di notifiche e di report verrà utilizzato l'indirizzo email dell'utente, e non il suo UPN. L'indirizzo email deve essere unico per ogni tenant. Puoi utilizzare gli [indirizzi email alias](https://en.wikipedia.org/wiki/Email_address#Sub-addressing).",single-sign-on.md
"SSO for multiple tenants is available to customers on the Advanced and Enterprise WFM plans. If you don't have access to SSO, the UPN field is still displayed on the page. Any input is ignored.","L'SSO per diversi tenant è disponibile per i piani WFM Advanced e Enterprise. Il campo **Nome principale dell'utente (UPN)** è presente anche se non hai accesso all'SSO, ma in questo caso valori inseriti non vengono presi in considerazione.",single-sign-on.md
Notifications,Notifiche,notifications.md
Learn how injixo uses notifications and how to configure them.,"Scopri in che modo injixo utilizza le notifiche, e come configurarle.",notifications.md
injixo can send email notifications and browser push notifications.,injixo può mandare notifiche via email e notifiche push del browser.,notifications.md
"By default, injixo sends notifications to inform people about events in the scheduling process:","Per impostazione predefinita, injixo invia notifiche per informare i dipendenti riguardo gli eventi del processo di pianificazione:",notifications.md
- Published schedules,- pubblicazione delle pianificazioni;,notifications.md
- Schedule changes,- modifiche alle pianificazioni;,notifications.md
- Shift swap requests,- richieste di scambio turni.,notifications.md
