en,nl,article
- Use the search bar (1),- Maak gebruik van de zoekbalk (1),learn-injixo-with-academy.md
- Click a training topic (2),- Klik op een trainingsonderwerp (2),learn-injixo-with-academy.md
- Explore all courses (3),- Blader door de cursussen (3),learn-injixo-with-academy.md
"{{ 1 | image: 'Academy landing page', '90%' }}","{{ 1 | image: 'startpagina Academy', '90%' }}",learn-injixo-with-academy.md
### Training topics,### Trainingsonderwerpen,learn-injixo-with-academy.md
The six training topics cover the most common injixo training needs. Click _Start Learning_{:.doc-button} to access the training content.,De zes trainingsonderwerpen dekken de belangrijkste trainingsbehoeften voor het gebruik van injixo. Klik op _Start Learning_{:.doc-button} om toegang te krijgen tot het trainingsmateriaal.,learn-injixo-with-academy.md
There are two types of training content:,Er zijn twee soorten trainingsmateriaal:,learn-injixo-with-academy.md
- Self-paced learning plans to train yourself on injixo,- Zelfstudieplannen die je op je eigen tempo volgt om injixo te leren,learn-injixo-with-academy.md
- Materials to train your employees on injixo Me,- Materiaal om je medewerkers te trainen in het gebruik van injixo Me,learn-injixo-with-academy.md
### Train yourself,### Zelfstudie,learn-injixo-with-academy.md
The first five training topics consist of self-paced learning plans. Each learning plan includes several courses with e-learning and/or video content.,De eerste vijf trainingsonderwerpen bestaan uit zelfstudieplannen die je in je eigen tempo kunt volgen. Elk leerplan bestaat uit verschillende cursussen met e-learning- en/of videomateriaal.,learn-injixo-with-academy.md
"{{ 2 | image: 'Access self-paced learning plans', '90%' }}","{{ 2 | image: 'Toegang tot zelfstudieplannen die je in je eigen tijd kunt volgen', '90%' }}",learn-injixo-with-academy.md
Click any course in the learning plan to start learning.,Klik op een cursus in het leerplan om te beginnen.,learn-injixo-with-academy.md
"{{ 3 | image: 'Access a course in a learning plan', '90%' }}","{{ 3 | image: 'Toegang tot een cursus in een leerplan', '90%' }}",learn-injixo-with-academy.md
### Train your employees,### Train je medewerkers,learn-injixo-with-academy.md
Here you will find a course with training materials on all injixo Me features. Watch the **Instructions** video to learn how to use the materials.,Hier vind je een cursus met trainingsmaterialen over alle injixo Me-features. Bekijk de **instructievideo** om zien hoe je de materialen gebruikt.,learn-injixo-with-academy.md
"{{ 4 | image: 'Access injixo me training materials to train your employees on injixo Me', '90%' }}","{{ 4 | image: 'Toegang tot alle trainingsmaterialen om je medewerkers te trainen op het gebied van injixo Me', '90%' }}",learn-injixo-with-academy.md
We recommend sharing the training materials with your employees directly in Academy by presenting your screen while you walk them through. You can also download the resources to use offline.,"Het is raadzaam om de trainingsmaterialen direct in Academy met je medewerkers te delen, bijvoorbeeld door tijdens de introductie van het programma je beeldscherm met hen te delen. Je kunt het materiaal ook downloaden voor offline gebruik.",learn-injixo-with-academy.md
### All courses,### Alle cursussen,learn-injixo-with-academy.md
"To find all courses available in Academy, click _Go to all courses_{:.doc-button}. The courses are organized in catalogs by the top-level navigation items in injixo. To view all courses in a catalog, use the carousel function with the two arrows or click the catalog title (e.g. Plan).","Om alle cursussen te vinden die in Academy beschikbaar zijn, klik je op _Go to all courses_{:.doc-button}. De cursussen zijn ingedeeld in catalogi op basis van injixo-modules (modules zijn de navigatie-items op het hoogste niveau). Om alle cursussen in een catalogus te bekijken, kun je de carouselfunctie met de twee pijlen gebruiken of op de catalogustitel klikken (bijvoorbeeld Plan).",learn-injixo-with-academy.md
"{{ 5 | image: 'View all courses in Academy', '90%' }}","{{ 5 | image: 'Alle cursussen in Academy bekijken', '90%' }}",learn-injixo-with-academy.md
"To begin a course, select the corresponding course and click _Start_{:.doc-button}. If you do not complete a course, you can resume where you left off.","Om met een cursus te beginnen, selecteer je de betreffende cursus en klik je op _Start_{:.doc-button}. Als je een training niet afrondt, dan kun je verdergaan waar je de vorige keer bent gestopt.",learn-injixo-with-academy.md
Create a schedule,Een planning aanmaken,create-a-schedule.md
Follow the basic steps required to create a schedule.,Volg de basisstappen die nodig zijn om een planning te maken.,create-a-schedule.md
Creating schedules is an essential part of the {% link_new WFM cycle | getting-started/the-wfm-cycle-in-injixo.md %}. Schedules contain the shifts and activities planned for your people.,Het aanmaken van planningen is een essentieel onderdeel van de {% link_new WFM-cyclus | getting-started/the-wfm-cycle-in-injixo.md %}. Planningen bevatten de diensten en activiteiten die voor je medewerkers zijn ingepland.,create-a-schedule.md
Use this article as a checklist to support your onboarding.,Gebruik dit artikel als checklist als aanvulling op je onboarding.,create-a-schedule.md
"Note: In injixo Essential WFM, you cannot back up your time-off requests or the final schedule.",Opmerking: In injixo Essential WFM kun je geen back-up maken van je verlofaanvragen of de uiteindelijke planning.,create-a-schedule.md
## Prerequisites,## Vereisten,create-a-schedule.md
"Before you create a schedule, make sure you have correctly {% link_new set up your base configuration | getting-started/set-up-base-configuration.md %} and {% link_new generated a forecast | getting-started/calculate-a-forecast.md %}.",Zorg dat je eerst je {% link_new basisconfiguratie juist hebt ingesteld | getting-started/set-up-base-configuration.md %} en {% link_new een forecast hebt gegenereerd | getting-started/calculate-a-forecast.md %} voordat je begint met het maken van een planning.,create-a-schedule.md
## Configuration order,## Configuratievolgorde,create-a-schedule.md
"We recommend setting up the configuration items in the order presented in this article. No configuration setup is the same, which is why the optimal order might be different for your organization. Contact your consultant if you have any questions.","We raden je aan om de configuratie-items in de volgorde in te stellen zoals in dit artikel wordt weergegeven. Elke configuratie-instelling is anders, daarom kan de optimale volgorde voor jouw organisatie afwijken. Als je vragen hebt, neem dan contact op met je consultant.",create-a-schedule.md
## Configure time off,## Verlof configureren,create-a-schedule.md
"People can request time off using injixo Me. To configure time off, go to _Plan > Time Off_{:.breadcrumbs}:",In injixo Me kunnen je medewerkers een verlofaanvraag indienen. Ga naar _Plan > Vakantie/Afwezigheid_{:.breadcrumbs} om verlof en afwezigheid te beheren.,create-a-schedule.md
1. Enter your people's {% link_new vacation entitlement | features/scheduling/time-off/vacation-entitlement.md %} for the current year.,1. Voer de {% link_new vakantierechten | features/scheduling/time-off/vacation-entitlement.md %} van je medewerkers voor het huidige jaar in.,create-a-schedule.md
2. Create a {% link_new time-off period | features/scheduling/time-off/time-off-periods.md %} and publish it. A time-off period defines the time frame in which people can request vacation and other absences. People will receive a notification in injixo Me and can start creating time-off requests for that period.,2. Maak een {% link_new verlofperiode | features/scheduling/time-off/time-off-periods.md %} aan en publiceer deze. Een verlofperiode geeft het tijdframe aan waarin medewerkers verlof en andere afwezigheid kunnen aanvragen. Medewerkers ontvangen een melding in injixo Me en kunnen vanaf dat moment verlofaanvragen indienen voor die betreffende periode.,create-a-schedule.md
## Enter Illness or Absence activities,## Ziekte of afwezigheid invoeren,create-a-schedule.md
"In {% link_new Schedules | features/scheduling/schedules/schedules-overview.md %} and {% link_new Shift Center | features/scheduling/shiftcenter/shift-center-overview.md %}, you can manage your team's schedule. Enter any known {% link_new activities | features/administration/activity-types-and-properties.md | #activity-types %} of the types Absence or Illness into the schedule.","In {% link_new Schedules | features/scheduling/schedules/schedules-overview.md %} en het {% link_new Dienstrooster-Center | features/scheduling/shiftcenter/shift-center-overview.md %}, kun je de planning van je team beheren. Voer alle reeds bekende {% link_new activiteiten | features/administration/activity-types-and-properties.md | #activiteitentype %} van het type Afwezigheid of Ziek in de planning in.",create-a-schedule.md
## Manage time-off requests,## Verlofaanvragen beheren,create-a-schedule.md
"In _Plan > Time Off_{:.breadcrumbs}, approve or reject any {% link_new pending requests | features/scheduling/time-off/vacation-absences-management.md %}.",In _Plan > Verlof/Afwezigheid_{:.breadcrumbs} kun je alle {% link_new ingediende aanvragen | features/scheduling/time-off/vacation-absences-management.md %} goedkeuren of afwijzen.,create-a-schedule.md
> Create a backup of the current schedule in another level,> Maak op een ander niveau een back-up van het huidige planning.,create-a-schedule.md
>,>,create-a-schedule.md
> Use {% link_new Copy level content | features/scheduling/schedules/schedules-copy-level-content.md %} to save a copy of your schedule. This ensures that you do not lose any approved time-off requests or previously entered absences if you delete the schedule and start over.,> Gebruik {% link_new Niveau-inhoud kopiëren | features/scheduling/schedules/schedules-copy-level-content.md %} om een kopie van je planning op te slaan. Zo weet je zeker dat er geen goedgekeurde verlofaanvragen en eerder ingevoerd ziekteverlof verloren gaan als je de planning verwijdert en opnieuw begint.,create-a-schedule.md
## Create the schedule,## De planning aanmaken,create-a-schedule.md
"In {% link_new Schedules | features/scheduling/schedules/schedules-overview.md %}, {% link_new Shift Center | features/scheduling/shiftcenter/shift-center-overview.md %} or {% link_new Dashboards | features/monitoring/dashboards/dashboards-overview.md %}, check if {% link_new staff requirements | features/forecast/injixo-forecast/staff-requirement.md | #view-calculated-staff-requirements %} are correctly set up for your activities.","Controleer in {% link_new Schedules | features/scheduling/schedules/schedules-overview.md %}, {% link_new Dienstrooster-Center | features/scheduling/shiftcenter/shift-center-overview.md %} of {% link_new Dashboards | features/monitoring/dashboards/dashboards-overview.md %}, of de {% link_new personeelsbehoefte | features/forecast/injixo-forecast/staff-requirement.md | #berekende-personeelsbehoefte-bekijken %} goed is ingesteld voor je activiteiten.",create-a-schedule.md
1. Insert {% link_new shift sequences | features/scheduling/capacity/capacity-insert-shift-sequences.md %} for your people.,1. Voer {% link_new dienstenseries | features/scheduling/capacity/capacity-insert-shift-sequences.md %} in voor je medewerkers.,create-a-schedule.md
2. Configure and apply additional {% link_new scheduling methods | features/scheduling/scheduling-methods.md %} to complete the schedule.,2. Configureer en pas {% link_new planningsmethoden | features/scheduling/scheduling-methods.md %} toe om je planning af te ronden.,create-a-schedule.md
3. Run the {% link_new job optimization | features/scheduling/schedules/schedules-job-optimization.md %}. You can skip this step if you {% link_new create an optimized schedule | features/scheduling/schedules/schedules-optimized-schedules.md %}.,3. Voer de {% link_new joboptimalisatie | features/scheduling/schedules/schedules-job-optimization.md %} uit. Je kunt deze stap overslaan als je een {% link_new geoptimaliseerde planning maakt | features/scheduling/schedules/schedules-job-optimization.md %}.,create-a-schedule.md
"Tip: If you are creating a schedule for testing purposes, you can use {% link_new empty levels | features/scheduling/schedules/schedules-empty-levels.md %}. Copy the saved absences and time-off requests back to the Schedule level before each test run.","Tip: Als je een planning maakt voor testdoeleinden, dan kun je {% link_new lege niveaus | features/scheduling/schedules/schedules-empty-levels.md %} gebruiken. Kopieer de opgeslagen verlofperiodes en verlofaanvragen voor elke testrun weer terug naar het niveau Planning.",create-a-schedule.md
## Back up your final schedule,## Een back-up maken van je uiteindelijke planning,create-a-schedule.md
"Before applying any {% link_new manual changes | features/scheduling/shiftcenter/modify-items.md %} to your original schedule, {% link_new save a backup | features/scheduling/schedules/schedules-copy-level-content.md %} in the Actual level. This allows you to assess the quality of your original schedule compared to later versions.",Sla voordat je je oorspronkelijke planning {% link_new handmatig wijzigt | features/scheduling/shiftcenter/modify-items.md %} eerst een {% link_new back-up | features/scheduling/schedules/schedules-copy-level-content.md %} op in het niveau Huidige staat. Zo kun je de kwaliteit van je oorspronkelijke planning vergelijken met nieuwere versies.,create-a-schedule.md
## Publish the schedule and allow shift swaps,## De planning publiceren en diensten ruilen toestaan,create-a-schedule.md
1. Create a scheduling period to {% link_new allow people to see their schedule | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-see-their-schedules.md %} in injixo Me.,"1. Maak een planningsperiode aan, zodat {% link_new medewerkers hun planning kunnen bekijken | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-see-their-schedules.md %} in injixo Me.",create-a-schedule.md
2. (Optional) {% link_new Allow people to swap shifts | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-swap-shifts.md %}.,2. (Optioneel) {% link_new Geef medewerkers toestemming om diensten te ruilen | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-swap-shifts.md %}.,create-a-schedule.md
"    By default, you need to {% link_new view and approve any pending shift swaps | features/scheduling/view-approve-shift-swap-requests.md %}, but you can also allow automatic swaps between people with the _48152_{:.id-label} **Exchange Mode** setting.","    Je dient eerst {% link_new alle nog niet beoordeelde aanvragen om diensten te ruilen te bekijken en goed te keuren | features/scheduling/view-approve-shift-swap-requests.md %}, maar je kunt ook automatische dienstruilingen tussen medewerkers toestaan met de instelling _48152_{:.id-label} **Ruilautorisatie**.",create-a-schedule.md
3. Share the article {% link_new Explore injixo Me | features/injixo-me/use-injixo-me/explore-injixo-me.md %} with your people.,3. Deel het artikel {% link_new injixo Me verkennen | features/injixo-me/use-injixo-me/explore-injixo-me.md %} met je medewerkers.,create-a-schedule.md
Getting started,Aan de slag,index.md
Set yourself up for success.,Een goed begin is het halve werk.,index.md
"Get an overview and learn how to set up the basic configuration data needed for scheduling, calculate a forecast and create your first schedules. You will also learn how to manage user accounts including user roles and understand how billing works.","Hier krijg je een overzicht van injixo en ontdek je hoe je de basisinstellingen configureert die nodig zijn om te plannen, een forecast te berekenen en je eerste planningen te maken. Ook leer je hoe je gebruikersaccounts met gebruikersrollen beheert en hoe het facturatieproces werkt.",index.md
Have a great start on your injixo journey!,Veel succes met injixo!,index.md
## Recommended articles in Getting started,## Aanbevolen artikelen in Aan de slag,index.md
- {% link_new Manage 2FA | getting-started/manage-2fa.md %},- {% link_new Twee-factor-authenticatie (2FA) beheren | getting-started/manage-2fa.md %},index.md
- {% link_new Get an overview of injixo | getting-started/navigate-injixo.md %},- {% link_new Een overzicht van injixo | getting-started/navigate-injixo.md %},index.md
- {% link_new Set up the base configuration | getting-started/set-up-base-configuration.md %},- {% link_new Basisconfiguratie instellen | getting-started/set-up-base-configuration.md %},index.md
- {% link_new How does billing work? | getting-started/how-does-billing-work.md %},- {% link_new Hoe gaat de facturatie in zijn werk? | getting-started/how-does-billing-work.md %},index.md
- {% link_new Manage user accounts | getting-started/manage-user-accounts.md %},- {% link_new Gebruikersaccounts beheren | getting-started/manage-user-accounts.md %},index.md
Set up the base configuration,De basisconfiguratie instellen,set-up-base-configuration.md
Required configuration data to create a schedule.,Vereiste configuratiegegevens om een planning te maken.,set-up-base-configuration.md
"Before you can start scheduling, you need to set up the basic configuration in injixo. Some of the basic configuration items are strictly required by injixo to create a schedule while others are optional, depending on the {% link_new scheduling methods | features/scheduling/scheduling-methods.md %} you want to use.","Voordat je kunt gaan plannen, moet je de basisconfiguratie in injixo instellen. Een aantal items in de basisconfiguratie zijn per se nodig om een planning aan te maken, terwijl andere optioneel zijn. Dit is onder meer afhankelijk van de {% link_new planningsmethoden | features/scheduling/scheduling-methods.md %} die je wilt gebruiken.",set-up-base-configuration.md
## Configuration order,## Configuratievolgorde,set-up-base-configuration.md
We recommend setting up the configuration items in the order presented in the next section. Configuration items have interdependencies and can be assigned to one another. Follow the links in the table to learn more about each configuration item and how to configure them.,We raden je aan om de configuratie-items in de volgorde in te stellen zoals hieronder wordt weergegeven. De configuratie-items zijn deels van elkaar afhankelijk en kunnen aan elkaar worden toegewezen. Klik op de links in de tabel voor meer informatie over elk configuratie-item en hoe je deze instelt.,set-up-base-configuration.md
"No configuration setup is the same, which is why the optimal order might be different for your organization. Use this article as a checklist to support your onboarding. Contact your consultant if you have any questions.","Elke configuratie-instelling is anders, daarom kan de optimale volgorde voor jouw organisatie afwijken. Gebruik dit artikel als checklist als aanvulling op je onboarding. Als je vragen hebt, neem dan contact op met je consultant.",set-up-base-configuration.md
### Required configuration elements,### Vereiste configuratie-items,set-up-base-configuration.md
"The table below gives an overview of the required configuration items you need to configure in injixo, regardless of the scheduling method you want to use.","De tabel hieronder geeft een overzicht van de vereiste configuratie-items die in injixo moeten worden ingesteld, ongeacht de planningsmethode die je wilt gebruiken.",set-up-base-configuration.md
<table>,<table>,set-up-base-configuration.md
  <colgroup>,  <colgroup>,set-up-base-configuration.md
"    <col style=""width: 25%;"">","    <col style=""width: 25%;"">",set-up-base-configuration.md
"    <col style=""width: 75%;"">","    <col style=""width: 75%;"">",set-up-base-configuration.md
  </colgroup>,  </colgroup>,set-up-base-configuration.md
  <thead>,  <thead>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <th>Configuration item</th>,      <th>Configuratie-item</th>,set-up-base-configuration.md
      <th>Description</th>,      <th>Beschrijving</th>,set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
  </thead>,  </thead>,set-up-base-configuration.md
  <tbody>,  <tbody>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Skills | features/administration/work-with-skills.md %}</td>,      <td>{% link_new Kwalificaties | features/administration/work-with-skills.md %}</td>,set-up-base-configuration.md
"      <td>Skills represent the qualifications of your people. By assigning skills to people, they become qualified to work on certain activities. injixo requires you to assign skills to activities that only certain people can work on. You are not required to add skills to the activities that everybody can work on.</td>","      <td>Kwalificaties staan voor de vaardigheden van je medewerkers. Door kwalificaties aan je medewerkers toe te wijzen, worden ze gekwalificeerd om aan bepaalde activiteiten te werken. In injixo moeten kwalificaties worden toegewezen aan activiteiten waar alleen bepaalde medewerkers aan kunnen werken.  Aan activiteiten die door iedereen kunnen worden uitgevoerd, hoeven geen kwalificaties worden toegewezen.</td>",set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Activities | features/administration/activities.md %}</td>,      <td>{% link_new Activiteiten | features/administration/activities.md %}</td>,set-up-base-configuration.md
"      <td>Activities are tasks, meetings, and time off that you schedule and report on in your company.<br> Activities are added to day models and planning units.</td>","      <td>Activiteiten zijn de taken, vergaderingen en afwezigheid die je inplant en rapporteert binnen je bedrijf.<br> Activiteiten worden toegevoegd aan dagmodellen en eenheden.</td>",set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Day models | features/administration/daymodels/daymodel-creation.md %}</td>,      <td>{% link_new Dagmodellen | features/administration/daymodels/daymodel-creation.md %}</td>,set-up-base-configuration.md
"      <td>Day models are shift templates. Day models define the start and end times of a shift, as well as how many hours a person works per day. They contain all presence, break, and absence activities in a shift.<br>Day models are assigned to planning units. They can also be grouped in week time patterns (optional).</td>","      <td>Dagmodellen zijn dienstsjablonen. Dagmodellen geven de begin- en eindtijden van een dienst aan, en het aantal uren dat een medewerker per dag werkt. Ze bevatten alle aanwezigheids-, pauze- en afwezigheidsactiviteiten tijdens een dienst.<br>Dagmodellen worden toegewezen aan eenheden. Ze kunnen ook gegroepeerd worden in weekmodellen (optioneel).</td>",set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Planning units | features/administration/create-and-manage-planning-units.md %}</td>,      <td>{% link_new Eenheden | features/administration/create-and-manage-planning-units.md %}</td>,set-up-base-configuration.md
      <td>Planning units represent your real or virtual locations. They are used to group people for scheduling purposes.</td>,      <td>Eenheden staan voor je echte of virtuele locaties. Ze worden gebruikt om mensen te groeperen voor planningsdoeleinden.</td>,set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Contracts | features/administration/create-contracts.md %}</td>,      <td>{% link_new Contracten | features/administration/create-contracts.md %}</td>,set-up-base-configuration.md
"      <td>Contracts contain information about your people's contractual working arrangements, including their target, minimum, and maximum work hours each day, week, or month.<br>Contracts are assigned to people.</td>","      <td>Contracten bevatten informatie over de contractuele werkafspraken met je medewerkers, inclusief het afgesproken, minimale en maximale aantal werkuren per dag, week of maand.<br>Contracten worden toegewezen aan medewerkers.</td>",set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Employees | features/administration/employee-overview.md %}</td>,      <td>{% link_new Medewerkers | features/administration/employee-overview.md %}</td>,set-up-base-configuration.md
"      <td>In Employees, you enter information about each person you schedule. Based on that and their assignments (day models, planning units, contracts, skills), injixo knows when your people can work and what they can work on.</td>","      <td>In Medewerkers voer je informatie in voor elke medewerker die je inplant. Op basis van deze informatie en de toewijzingen (van dagmodellen, eenheden, contracten en kwalificaties), weet injixo wanneer en aan welke taken je medewerkers kunnen werken.</td>",set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
  </tbody>,  </tbody>,set-up-base-configuration.md
</table>,</table>,set-up-base-configuration.md
### Optional configuration elements,### Optionele configuratie-items,set-up-base-configuration.md
"The table below gives an overview of the optional configuration items you can configure in injixo, based on your organizational setup and the scheduling method you want to use.",De onderstaande tabel bevat een overzicht van de optionele configuratie-items die je in injixo kunt instellen op basis van de opzet van je bedrijf en de planningsmethode die je wilt gebruiken.,set-up-base-configuration.md
<table>,<table>,set-up-base-configuration.md
  <colgroup>,  <colgroup>,set-up-base-configuration.md
"    <col style=""width: 25%;"">","    <col style=""width: 25%;"">",set-up-base-configuration.md
"    <col style=""width: 75%;"">","    <col style=""width: 75%;"">",set-up-base-configuration.md
  </colgroup>,  </colgroup>,set-up-base-configuration.md
  <thead>,  <thead>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <th>Configuration item</th>,      <th>Configuratie-item</th>,set-up-base-configuration.md
      <th>Description</th>,      <th>Beschrijving</th>,set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
  </thead>,  </thead>,set-up-base-configuration.md
  <tbody>,  <tbody>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Shift sequences | features/administration/shift-sequences.md %} (required for fixed scheduling)</td>,      <td>{% link_new Dienstenseries | features/administration/shift-sequences.md %} (vereist voor vaste planning)</td>,set-up-base-configuration.md
      <td>A shift sequence is a set of day models or activities with a repeating pattern.<br>Shift sequences are assigned to people.</td>,      <td>Een dienstenserie bestaat uit een aantal dagmodellen of activiteiten met een herhalend patroon.<br>Dienstenseries worden toegewezen aan medewerkers.</td>,set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Selections | features/administration/selections.md %}</td>,      <td>{% link_new Groepen | features/administration/selections.md %}</td>,set-up-base-configuration.md
"      <td>Selections allow you to filter and group people or to schedule them based on any given criteria, e.g., people who share the same team or contract type.<br> Selections are assigned to people.</td>","      <td>Met groepen kun je medewerkers filteren en groeperen of inplannen op basis van bepaalde criteria, bijvoorbeeld medewerkers die hetzelfde type contract hebben of in hetzelfde team zitten.<br> Groepen worden toegewezen aan medewerkers.</td>",set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Work time pattern models and week time patterns | features/administration/work-time-pattern-models.md %}</td>,      <td>{% link_new Planningsmodellen en weekmodellen | features/administration/work-time-pattern-models.md %}</td>,set-up-base-configuration.md
"      <td>Work time pattern models and week time patterns help you organize shifts by ensuring a fair distribution of (rotating) shifts among the people you schedule. Work time pattern models contain at least one week time pattern. Week time patterns group shifts by parameters such as start time, shift length, or activities. They contain sets of day models.<br>Week time patterns are assigned to work time pattern models. Work time pattern models are assigned to people.</td>","      <td>Planningsmodellen en weekmodellen helpen je bij het organiseren van je diensten door ervoor te zorgen dat (roterende) diensten eerlijk worden verdeeld onder de mensen die je inplant. Planningsmodellen bevatten ten minste één weekmodel. Weekmodellen groeperen diensten op parameters als begintijd, duur van de dienst of activiteiten. Ze bevatten sets van dagmodellen.<br>Weekmodellen worden aan planningsmodellen toegewezen. Planningsmodellen worden aan medewerkers toegewezen.</td>",set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
    <tr>,    <tr>,set-up-base-configuration.md
      <td>{% link_new Planning calendars and day types | features/administration/planning-calendar.md %}</td>,      <td>{% link_new Planningskalenders en dagtypes | features/administration/planning-calendar.md %}</td>,set-up-base-configuration.md
"      <td>Planning calendars contain days with deviating business hours and staffing needs (e.g., marketing campaign days or national holidays). These special days are configured using day types. This helps ensure they are automatically considered during scheduling without any additional manual effort.<br> Planning calendars are assigned to planning units.</td>",      <td>Planningkalenders bevatten dagen met afwijkende openingstijden en personeelsbehoefte (bijvoorbeeld marketingcampagnedagen of nationale feestdagen). Deze speciale dagen worden geconfigureerd met behulp van dagtypes. Zo worden deze dagen automatisch en zonder handmatige ingrepen opgenomen in de planning.<br> Planningskalenders worden toegewezen aan eenheden.</td>,set-up-base-configuration.md
    </tr>,    </tr>,set-up-base-configuration.md
  </tbody>,  </tbody>,set-up-base-configuration.md
</table>,</table>,set-up-base-configuration.md
## What's next?,## En nu?,set-up-base-configuration.md
Congratulations! You are ready to {% link_new create your first forecast | getting-started/calculate-a-forecast.md %}. Happy planning!,Gefeliciteerd! Je bent nu klaar om je {% link_new eerste forecast aan te maken | getting-started/calculate-a-forecast.md %}. Veel succes bij het plannen!,set-up-base-configuration.md
Log in to injixo,Aanmelden bij injixo,log-in-to-injixo.md
Short description of how to log in to injixo,Korte beschrijving van het aanmelden in injixo,log-in-to-injixo.md
"To log in to injixo, you need your login credentials. There are three options to receive the login credentials:","Om je aan te melden bij injixo, heb je je aanmeldgegevens nodig. Er zijn drie manieren om de aanmeldgegevens te verkrijgen:",log-in-to-injixo.md
- The injixo welcome email includes a link to set your password when your account is created.,- De welkomstmail van injixo bevat een link om je wachtwoord in te stellen nadat je account is aangemaakt.,log-in-to-injixo.md
"- Directly from your organization, e.g. your administrator or team lead.","- Direct van je organisatie, bijvoorbeeld van je admin of teamlead.",log-in-to-injixo.md
- Click the **Forgot your password?** link on the login screen at any later time.,- Op een later moment door op de aanmeldpagina op de link **Wachtwoord vergeten?** te klikken.,log-in-to-injixo.md
> The injixo welcome email can only be sent when creating a new user.,> Je kunt de welkomstmail alleen verzenden bij het aanmaken van gebruikers.,log-in-to-injixo.md
>,>,log-in-to-injixo.md
"> Users with admin access can create users in {% link_new WFM or Account | getting-started/manage-user-accounts.md | #create-users %}. They can also create people in {% link_new People | features/people/manage-people.md | #create-a-new-person %}<span class=""beta-icon"">Beta</span>.","> Gebruikers met adminrechten kunnen gebruikers aanmaken in {% link_new WFM of Account | getting-started/manage-user-accounts.md | #een-gebruiker-aanmaken %}. Ze kunnen ook medewerkers aanmaken in {% link_new People | features/people/manage-people.md | #een-nieuwe-medewerker-aanmaken %}<span class=""beta-icon"">Beta</span>.",log-in-to-injixo.md
## Access injixo through your browser,## Toegang tot injixo via je browser,log-in-to-injixo.md
injixo supports the two latest versions of the following browsers:,injixo ondersteunt de twee nieuwste versies van de volgende browsers:,log-in-to-injixo.md
- Microsoft Edge,- Microsoft Edge,log-in-to-injixo.md
- Google Chrome,- Google Chrome,log-in-to-injixo.md
- Mozilla Firefox,- Mozilla Firefox,log-in-to-injixo.md
- Apple Safari,- Apple Safari,log-in-to-injixo.md
## Log in,## Aanmelden,log-in-to-injixo.md
To log in to injixo:,Aanmelden bij injixo,log-in-to-injixo.md
- Enter your **Email** and **Password** on the [login screen](https://www.injixo.com/login).,- Voer op de [aanmeldpagina](https://www.injixo.com/login) je **e-mailadres** en **wachtwoord** in.,log-in-to-injixo.md
Your organization may require that you log in via {% link_new single sign-on | getting-started/single-sign-on.md %} (SSO).,Je organisatie kan je eventueel verplichten om je via {% link_new single sign-on | getting-started/single-sign-on.md %} (SSO) aan te melden.,log-in-to-injixo.md
To log in via SSO:,Aanmelden via SSO:,log-in-to-injixo.md
- Enter your **Email** on the [SSO login screen](https://www.injixo.com/login/sso).,- Voer op de [SSO-aanmeldpagina](https://www.injixo.com/login/sso) je **e-mailadres** in.,log-in-to-injixo.md
"  You will be redirected to the SSO identity provider login screen. If you have already logged in to the {% link_new identity provider | getting-started/single-sign-on.md %} through another application, you will be redirected to injixo.","  De aanmeldpagina van de SSO-identiteitsprovider wordt geopend. Als je je via een andere toepassing al bij de {% link_new identiteitsprovider | getting-started/single-sign-on.md %} hebt aangemeld, word je direct naar injixo geleid.",log-in-to-injixo.md
